No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
5245,2019,8,7,12,106.0,20,27.0,1011.0,SE,11.63,0,0
5246,2019,8,7,13,107.0,20,28.0,1010.0,SE,15.65,0,0
5247,2019,8,7,14,119.0,20,29.0,1009.0,SE,19.67,0,0
5248,2019,8,7,15,108.0,21,28.0,1008.0,SE,23.69,0,0
5249,2019,8,7,16,101.0,20,28.0,1008.0,SE,28.61,0,0
5250,2019,8,7,17,91.0,19,27.0,1007.0,SE,33.53,0,0
5251,2019,8,7,18,38.0,17,27.0,1007.0,SE,37.55,0,0
5252,2019,8,7,19,39.0,15,26.0,1008.0,SE,41.57,0,0
5253,2019,8,7,20,42.0,15,25.0,1008.0,SE,44.7,0,0
5254,2019,8,7,21,39.0,16,25.0,1009.0,SE,47.83,0,1
5255,2019,8,7,22,38.0,18,23.0,1009.0,NE,0.89,0,2
5256,2019,8,7,23,38.0,18,22.0,1008.0,cv,0.89,0,3
5257,2019,8,8,0,45.0,19,22.0,1007.0,NW,3.13,0,4
5258,2019,8,8,1,40.0,19,20.0,1006.0,cv,0.89,0,5
5259,2019,8,8,2,44.0,19,21.0,1006.0,NW,3.13,0,6
5260,2019,8,8,3,44.0,19,21.0,1005.0,cv,0.45,0,7
5261,2019,8,8,4,55.0,19,21.0,1005.0,cv,1.34,0,0
5262,2019,8,8,5,62.0,19,21.0,1005.0,cv,2.23,0,0
5263,2019,8,8,6,63.0,19,21.0,1005.0,cv,2.68,0,0
5264,2019,8,8,7,56.0,19,21.0,1005.0,NW,3.13,0,0
5265,2019,8,8,8,68.0,19,23.0,1005.0,NW,7.15,0,0
5266,2019,8,8,9,57.0,19,23.0,1005.0,NW,10.28,0,0
5267,2019,8,8,10,71.0,19,26.0,1004.0,NW,12.07,0,0
5268,2019,8,8,11,66.0,19,27.0,1004.0,cv,0.89,0,0
5269,2019,8,8,12,75.0,19,28.0,1004.0,SE,3.13,0,0
5270,2019,8,8,13,81.0,19,30.0,1003.0,SE,4.92,0,0
5271,2019,8,8,14,98.0,20,31.0,1003.0,SE,6.71,0,0
5272,2019,8,8,15,114.0,20,32.0,1003.0,SE,8.5,0,0
5273,2019,8,8,16,119.0,21,32.0,1002.0,SE,10.29,0,0
5274,2019,8,8,17,125.0,21,30.0,1002.0,SE,14.31,0,0
5275,2019,8,8,18,115.0,22,29.0,1002.0,SE,17.44,0,0
5276,2019,8,8,19,124.0,22,27.0,1002.0,SE,20.57,0,0
5277,2019,8,8,20,141.0,22,26.0,1003.0,SE,23.7,0,0
5278,2019,8,8,21,157.0,22,26.0,1004.0,SE,25.49,0,0
5279,2019,8,8,22,187.0,23,26.0,1004.0,SE,28.62,0,0
5280,2019,8,8,23,221.0,22,26.0,1005.0,cv,0.89,0,0
5281,2019,8,9,0,221.0,23,25.0,1005.0,NE,1.79,0,0
5282,2019,8,9,1,221.0,22,25.0,1005.0,cv,0.89,0,0
5283,2019,8,9,2,218.0,23,25.0,1003.0,NE,3.13,0,0
5284,2019,8,9,3,231.0,22,24.0,1003.0,cv,0.89,0,0
5285,2019,8,9,4,231.0,22,25.0,1003.0,NW,3.13,0,0
5286,2019,8,9,5,231.0,22,24.0,1002.0,SE,1.79,0,0
5287,2019,8,9,6,208.0,22,24.0,1003.0,cv,0.89,0,0
5288,2019,8,9,7,211.0,23,25.0,1004.0,cv,1.78,0,0
5289,2019,8,9,8,255.0,23,25.0,1004.0,SE,1.79,0,0
5290,2019,8,9,9,258.0,22,26.0,1004.0,SE,3.58,0,0
5291,2019,8,9,10,246.0,23,27.0,1004.0,SE,5.37,0,0
5292,2019,8,9,11,239.0,23,29.0,1005.0,cv,1.79,0,0
5293,2019,8,9,12,207.0,22,29.0,1005.0,SE,1.79,0,0
5294,2019,8,9,13,224.0,22,31.0,1004.0,SE,3.58,0,0
5295,2019,8,9,14,245.0,22,31.0,1003.0,SE,6.71,0,0
5296,2019,8,9,15,221.0,22,31.0,1003.0,SE,8.5,0,0
5297,2019,8,9,16,208.0,22,31.0,1003.0,SE,11.63,0,0
5298,2019,8,9,17,209.0,22,31.0,1003.0,SE,14.76,0,0
5299,2019,8,9,18,224.0,22,30.0,1003.0,SE,17.89,0,0
5300,2019,8,9,19,270.0,22,29.0,1003.0,SE,21.02,0,0
5301,2019,8,9,20,271.0,23,28.0,1004.0,cv,0.89,0,0
5302,2019,8,9,21,297.0,23,27.0,1005.0,SE,1.79,0,0
5303,2019,8,9,22,275.0,23,26.0,1006.0,cv,0.89,0,0
5304,2019,8,9,23,295.0,23,27.0,1006.0,SE,1.79,0,0
5305,2019,8,10,0,336.0,24,26.0,1006.0,SE,2.68,0,0
5306,2019,8,10,1,360.0,23,26.0,1006.0,NE,1.79,0,0
5307,2019,8,10,2,263.0,24,26.0,1006.0,cv,0.89,0,0
5308,2019,8,10,3,271.0,23,25.0,1006.0,NE,1.79,0,0
5309,2019,8,10,4,284.0,20,24.0,1006.0,NW,3.13,0,0
5310,2019,8,10,5,145.0,17,24.0,1006.0,NW,4.92,0,0
5311,2019,8,10,6,123.0,15,23.0,1007.0,NW,8.05,0,0
5312,2019,8,10,7,65.0,14,24.0,1007.0,NW,12.07,0,0
5313,2019,8,10,8,32.0,13,25.0,1008.0,NW,16.99,0,0
5314,2019,8,10,9,34.0,12,26.0,1008.0,NW,21.01,0,0
5315,2019,8,10,10,45.0,11,28.0,1007.0,NE,4.02,0,0
5316,2019,8,10,11,17.0,12,30.0,1007.0,SE,1.79,0,0
5317,2019,8,10,12,40.0,14,31.0,1007.0,cv,0.89,0,0
5318,2019,8,10,13,60.0,18,32.0,1007.0,SE,3.13,0,0
5319,2019,8,10,14,83.0,20,33.0,1006.0,SE,6.26,0,0
5320,2019,8,10,15,110.0,20,33.0,1006.0,SE,8.05,0,0
5321,2019,8,10,16,121.0,20,32.0,1005.0,SE,11.18,0,0
5322,2019,8,10,17,155.0,21,30.0,1005.0,SE,16.1,0,0
5323,2019,8,10,18,168.0,21,29.0,1005.0,SE,19.23,0,0
5324,2019,8,10,19,154.0,21,27.0,1005.0,SE,23.25,0,0
5325,2019,8,10,20,160.0,21,27.0,1006.0,SE,26.38,0,0
5326,2019,8,10,21,175.0,22,26.0,1006.0,SE,28.17,0,0
5327,2019,8,10,22,172.0,23,26.0,1006.0,SE,29.96,0,0
5328,2019,8,10,23,183.0,23,26.0,1006.0,SE,31.75,0,0
5329,2019,8,11,0,182.0,23,25.0,1007.0,cv,0.89,0,0
5330,2019,8,11,1,194.0,23,25.0,1006.0,SE,1.79,0,0
5331,2019,8,11,2,132.0,23,25.0,1006.0,SE,3.58,0,0
5332,2019,8,11,3,141.0,23,24.0,1006.0,SE,5.37,0,0
5333,2019,8,11,4,122.0,23,24.0,1005.0,SE,7.16,0,0
5334,2019,8,11,5,101.0,22,24.0,1005.0,SE,8.95,0,0
5335,2019,8,11,6,100.0,22,24.0,1005.0,SE,10.74,0,0
5336,2019,8,11,7,92.0,22,25.0,1006.0,SE,12.53,0,0
5337,2019,8,11,8,94.0,23,25.0,1006.0,SE,14.32,0,0
5338,2019,8,11,9,120.0,23,26.0,1005.0,SE,17.45,0,0
5339,2019,8,11,10,166.0,23,26.0,1006.0,SE,20.58,0,1
5340,2019,8,11,11,223.0,23,26.0,1005.0,SE,23.71,0,0
5341,2019,8,11,12,181.0,23,26.0,1005.0,SE,27.73,0,1
5342,2019,8,11,13,128.0,23,26.0,1005.0,SE,31.75,0,2
5343,2019,8,11,14,117.0,22,26.0,1005.0,SE,35.77,0,0
5344,2019,8,11,15,97.0,22,27.0,1004.0,SE,38.9,0,1
5345,2019,8,11,16,96.0,21,27.0,1004.0,SE,42.92,0,0
5346,2019,8,11,17,79.0,21,26.0,1004.0,SE,46.94,0,0
5347,2019,8,11,18,61.0,21,26.0,1004.0,SE,50.96,0,1
5348,2019,8,11,19,66.0,21,25.0,1004.0,SE,54.09,0,0
5349,2019,8,11,20,69.0,20,25.0,1004.0,SE,57.22,0,0
5350,2019,8,11,21,76.0,20,25.0,1004.0,cv,1.79,0,0
5351,2019,8,11,22,81.0,20,24.0,1004.0,SE,1.79,0,0
5352,2019,8,11,23,70.0,20,23.0,1004.0,SE,3.58,0,0
5353,2019,8,12,0,83.0,20,22.0,1004.0,SE,5.37,0,0
5354,2019,8,12,1,81.0,20,22.0,1003.0,cv,0.89,0,0
5355,2019,8,12,2,74.0,20,21.0,1003.0,cv,1.34,0,0
5356,2019,8,12,3,70.0,19,21.0,1003.0,NE,0.89,0,0
5357,2019,8,12,4,74.0,20,21.0,1003.0,cv,0.45,0,0
5358,2019,8,12,5,94.0,20,21.0,1003.0,SE,0.89,0,0
5359,2019,8,12,6,111.0,20,21.0,1002.0,NW,1.79,0,0
5360,2019,8,12,7,115.0,21,22.0,1002.0,cv,0.45,0,0
5361,2019,8,12,8,117.0,22,24.0,1002.0,NE,1.79,0,0
5362,2019,8,12,9,110.0,21,27.0,1002.0,cv,0.89,0,0
5363,2019,8,12,10,96.0,20,28.0,1002.0,NW,1.79,0,0
5364,2019,8,12,11,93.0,21,29.0,1001.0,cv,0.89,0,0
5365,2019,8,12,12,113.0,22,31.0,1001.0,cv,1.78,0,0
5366,2019,8,12,13,111.0,21,33.0,1001.0,SE,1.79,0,0
5367,2019,8,12,14,115.0,21,33.0,1000.0,cv,1.79,0,0
5368,2019,8,12,15,105.0,21,33.0,999.0,SE,1.79,0,0
5369,2019,8,12,16,94.0,22,33.0,998.0,SE,5.81,0,0
5370,2019,8,12,17,99.0,21,32.0,998.0,SE,9.83,0,0
5371,2019,8,12,18,71.0,22,31.0,998.0,SE,13.85,0,0
5372,2019,8,12,19,53.0,23,29.0,999.0,SE,16.98,0,0
5373,2019,8,12,20,47.0,23,27.0,1000.0,SE,18.77,0,0
5374,2019,8,12,21,83.0,23,27.0,1001.0,SE,20.56,0,0
5375,2019,8,12,22,96.0,24,27.0,1002.0,cv,0.89,0,0
5376,2019,8,12,23,111.0,24,27.0,1001.0,SE,3.13,0,0
5377,2019,8,13,0,100.0,24,27.0,1001.0,SE,6.26,0,0
5378,2019,8,13,1,84.0,24,27.0,1001.0,SE,8.05,0,0
5379,2019,8,13,2,88.0,24,26.0,1000.0,SE,9.84,0,0
5380,2019,8,13,3,79.0,24,26.0,1000.0,SE,11.63,0,0
5381,2019,8,13,4,75.0,24,26.0,1000.0,SE,13.42,0,0
5382,2019,8,13,5,88.0,24,26.0,1000.0,SE,15.21,0,0
5383,2019,8,13,6,87.0,24,26.0,1001.0,SE,16.1,0,0
5384,2019,8,13,7,96.0,24,26.0,1001.0,NE,0.89,0,0
5385,2019,8,13,8,96.0,24,26.0,1002.0,SE,0.89,0,0
5386,2019,8,13,9,132.0,24,27.0,1002.0,cv,0.89,0,1
5387,2019,8,13,10,141.0,25,28.0,1002.0,cv,1.78,0,0
5388,2019,8,13,11,174.0,25,28.0,1002.0,SE,1.79,0,0
5389,2019,8,13,12,167.0,25,28.0,1002.0,SE,3.58,0,0
5390,2019,8,13,13,184.0,25,29.0,1002.0,cv,0.89,0,0
5391,2019,8,13,14,194.0,25,29.0,1001.0,SE,3.13,0,0
5392,2019,8,13,15,190.0,25,30.0,1001.0,SE,7.15,0,0
5393,2019,8,13,16,146.0,25,30.0,1001.0,SE,11.17,0,0
5394,2019,8,13,17,183.0,25,29.0,1000.0,SE,12.96,0,0
5395,2019,8,13,18,157.0,25,29.0,1000.0,SE,16.09,0,0
5396,2019,8,13,19,144.0,25,28.0,1000.0,SE,19.22,0,1
5397,2019,8,13,20,,25,27.0,1001.0,cv,3.13,0,0
5398,2019,8,13,21,,25,27.0,1001.0,SE,1.79,0,0
5399,2019,8,13,22,,25,27.0,1001.0,NE,1.79,0,0
5400,2019,8,13,23,,25,26.0,1000.0,SE,3.13,0,0
5401,2019,8,14,0,,24,26.0,999.0,SE,6.26,0,0
5402,2019,8,14,1,,24,26.0,999.0,SE,8.05,0,0
5403,2019,8,14,2,,24,25.0,999.0,NE,1.79,0,0
5404,2019,8,14,3,,24,25.0,999.0,SE,1.79,0,0
5405,2019,8,14,4,,23,25.0,999.0,cv,0.45,0,0
5406,2019,8,14,5,,23,24.0,998.0,NE,0.89,0,0
5407,2019,8,14,6,,22,23.0,999.0,NW,1.79,0,0
5408,2019,8,14,7,,23,25.0,999.0,cv,0.89,0,0
5409,2019,8,14,8,,24,26.0,999.0,cv,1.78,0,0
5410,2019,8,14,9,,23,29.0,999.0,cv,2.67,0,0
5411,2019,8,14,10,,18,31.0,999.0,NW,1.79,0,0
5412,2019,8,14,11,,13,33.0,999.0,NW,5.81,0,0
5413,2019,8,14,12,,-1,35.0,999.0,NW,15.64,0,0
5414,2019,8,14,13,,0,35.0,998.0,NW,26.82,0,0
5415,2019,8,14,14,,1,36.0,998.0,NW,38.0,0,0
5416,2019,8,14,15,,3,36.0,998.0,NW,46.94,0,0
5417,2019,8,14,16,,2,35.0,998.0,NW,58.12,0,0
5418,2019,8,14,17,,5,35.0,999.0,NW,67.95,0,0
5419,2019,8,14,18,,7,32.0,1000.0,NW,77.78,0,0
5420,2019,8,14,19,,6,31.0,1001.0,NW,85.83,0,0
5421,2019,8,14,20,,7,30.0,1001.0,NW,90.75,0,0
5422,2019,8,14,21,,9,26.0,1002.0,cv,0.89,0,0
5423,2019,8,14,22,,9,28.0,1002.0,NW,1.79,0,0
5424,2019,8,14,23,,9,28.0,1003.0,NW,5.81,0,0
5425,2019,8,15,0,,9,27.0,1003.0,NW,8.94,0,0
5426,2019,8,15,1,,9,27.0,1003.0,NW,12.96,0,0
5427,2019,8,15,2,,9,26.0,1003.0,NW,16.98,0,0
5428,2019,8,15,3,,9,26.0,1003.0,NW,20.11,0,0
5429,2019,8,15,4,,10,25.0,1003.0,NW,23.24,0,0
5430,2019,8,15,5,,10,24.0,1004.0,NW,27.26,0,0
5431,2019,8,15,6,,12,21.0,1004.0,NW,29.05,0,0
5432,2019,8,15,7,,11,26.0,1005.0,NW,33.07,0,0
5433,2019,8,15,8,,12,28.0,1005.0,NW,36.2,0,0
5434,2019,8,15,9,,10,30.0,1005.0,NW,41.12,0,0
5435,2019,8,15,10,,9,31.0,1006.0,NW,45.14,0,0
5436,2019,8,15,11,,8,33.0,1005.0,NW,52.29,0,0
5437,2019,8,15,12,,9,34.0,1005.0,NW,57.21,0,0
5438,2019,8,15,13,,9,35.0,1004.0,cv,4.02,0,0
5439,2019,8,15,14,,10,33.0,1004.0,SE,4.02,0,0
5440,2019,8,15,15,,11,33.0,1004.0,cv,0.89,0,0
5441,2019,8,15,16,,12,33.0,1004.0,SE,1.79,0,0
5442,2019,8,15,17,,12,32.0,1004.0,SE,5.81,0,0
5443,2019,8,15,18,,13,31.0,1004.0,SE,8.94,0,0
5444,2019,8,15,19,,13,30.0,1004.0,SE,10.73,0,0
5445,2019,8,15,20,,13,29.0,1005.0,SE,13.86,0,0
5446,2019,8,15,21,,16,26.0,1005.0,SE,15.65,0,0
5447,2019,8,15,22,,15,25.0,1006.0,cv,0.89,0,0
5448,2019,8,15,23,,17,23.0,1006.0,cv,1.78,0,0
5449,2019,8,16,0,,17,23.0,1006.0,NE,0.89,0,0
5450,2019,8,16,1,,17,23.0,1006.0,cv,0.89,0,0
5451,2019,8,16,2,,17,22.0,1007.0,NE,0.89,0,0
5452,2019,8,16,3,,17,21.0,1007.0,NW,1.79,0,0
5453,2019,8,16,4,,17,21.0,1007.0,NE,1.79,0,0
5454,2019,8,16,5,,17,20.0,1007.0,NW,1.79,0,0
5455,2019,8,16,6,,17,20.0,1008.0,NW,3.58,0,0
5456,2019,8,16,7,,17,24.0,1008.0,NW,5.37,0,0
5457,2019,8,16,8,,15,26.0,1008.0,NE,3.13,0,0
5458,2019,8,16,9,,16,28.0,1008.0,NE,4.92,0,0
5459,2019,8,16,10,,15,31.0,1008.0,cv,0.89,0,0
5460,2019,8,16,11,,16,31.0,1008.0,cv,1.78,0,0
5461,2019,8,16,12,,16,33.0,1007.0,cv,3.57,0,0
5462,2019,8,16,13,,16,34.0,1007.0,cv,6.7,0,0
5463,2019,8,16,14,,14,35.0,1006.0,SE,4.02,0,0
5464,2019,8,16,15,,14,35.0,1005.0,SE,8.04,0,0
5465,2019,8,16,16,112.0,15,34.0,1005.0,SE,12.96,0,0
5466,2019,8,16,17,68.0,15,33.0,1005.0,SE,17.88,0,0
5467,2019,8,16,18,45.0,17,32.0,1005.0,SE,21.9,0,0
5468,2019,8,16,19,69.0,15,30.0,1006.0,SE,25.92,0,0
5469,2019,8,16,20,68.0,15,30.0,1007.0,SE,29.94,0,0
5470,2019,8,16,21,92.0,16,29.0,1007.0,SE,33.96,0,0
5471,2019,8,16,22,79.0,17,28.0,1007.0,SE,37.09,0,0
5472,2019,8,16,23,68.0,18,26.0,1007.0,SE,38.88,0,0
5473,2019,8,17,0,76.0,18,26.0,1008.0,SE,40.67,0,0
5474,2019,8,17,1,81.0,19,24.0,1008.0,SE,42.46,0,0
5475,2019,8,17,2,97.0,19,23.0,1007.0,SE,44.25,0,0
5476,2019,8,17,3,114.0,19,23.0,1007.0,SE,46.04,0,0
5477,2019,8,17,4,140.0,19,22.0,1008.0,SE,47.83,0,0
5478,2019,8,17,5,158.0,18,22.0,1008.0,cv,0.89,0,0
5479,2019,8,17,6,158.0,19,22.0,1009.0,cv,1.78,0,0
5480,2019,8,17,7,182.0,20,24.0,1009.0,cv,2.67,0,0
5481,2019,8,17,8,166.0,21,26.0,1009.0,SE,3.13,0,0
5482,2019,8,17,9,188.0,20,28.0,1009.0,SE,6.26,0,0
5483,2019,8,17,10,194.0,21,29.0,1009.0,SE,9.39,0,0
5484,2019,8,17,11,174.0,19,31.0,1008.0,SE,14.31,0,0
5485,2019,8,17,12,173.0,17,33.0,1008.0,SE,20.12,0,0
5486,2019,8,17,13,121.0,17,33.0,1008.0,SE,25.04,0,0
5487,2019,8,17,14,125.0,16,33.0,1007.0,SE,30.85,0,0
5488,2019,8,17,15,122.0,16,33.0,1007.0,SE,36.66,0,0
5489,2019,8,17,16,118.0,17,32.0,1006.0,SE,41.58,0,0
5490,2019,8,17,17,123.0,16,32.0,1006.0,SE,47.39,0,0
5491,2019,8,17,18,127.0,17,31.0,1006.0,SE,52.31,0,0
5492,2019,8,17,19,152.0,18,30.0,1007.0,SE,56.33,0,0
5493,2019,8,17,20,144.0,18,28.0,1008.0,SE,59.46,0,0
5494,2019,8,17,21,145.0,19,27.0,1008.0,SE,62.59,0,0
5495,2019,8,17,22,156.0,19,26.0,1009.0,SE,65.72,0,0
5496,2019,8,17,23,171.0,21,25.0,1009.0,SE,67.51,0,0
5497,2019,8,18,0,199.0,22,25.0,1009.0,SE,69.3,0,0
5498,2019,8,18,1,249.0,22,24.0,1009.0,SE,71.09,0,0
5499,2019,8,18,2,300.0,22,25.0,1009.0,SE,72.88,0,0
5500,2019,8,18,3,285.0,22,24.0,1009.0,SE,76.01,0,0
5501,2019,8,18,4,281.0,22,24.0,1009.0,SE,79.14,0,0
5502,2019,8,18,5,318.0,22,24.0,1009.0,SE,80.93,0,0
5503,2019,8,18,6,326.0,22,24.0,1010.0,SE,84.06,0,0
5504,2019,8,18,7,337.0,23,25.0,1010.0,SE,87.19,0,0
5505,2019,8,18,8,312.0,23,26.0,1010.0,SE,90.32,0,0
5506,2019,8,18,9,311.0,23,27.0,1011.0,SE,93.45,0,0
5507,2019,8,18,10,291.0,23,27.0,1011.0,SE,95.24,0,0
5508,2019,8,18,11,230.0,23,27.0,1011.0,cv,0.89,0,0
5509,2019,8,18,12,246.0,23,28.0,1011.0,SE,1.79,0,1
5510,2019,8,18,13,309.0,23,28.0,1011.0,SE,3.58,0,2
5511,2019,8,18,14,283.0,23,28.0,1010.0,SE,6.71,0,3
5512,2019,8,18,15,237.0,23,28.0,1010.0,SE,8.5,0,0
5513,2019,8,18,16,164.0,24,27.0,1010.0,SE,10.29,0,1
5514,2019,8,18,17,140.0,24,27.0,1010.0,SE,12.08,0,2
5515,2019,8,18,18,140.0,24,27.0,1010.0,SE,12.97,0,3
5516,2019,8,18,19,152.0,23,25.0,1010.0,SE,14.76,0,4
5517,2019,8,18,20,173.0,23,24.0,1011.0,cv,1.79,0,6
5518,2019,8,18,21,136.0,22,24.0,1011.0,NW,3.13,0,8
5519,2019,8,18,22,90.0,19,22.0,1012.0,NW,6.26,0,9
5520,2019,8,18,23,103.0,20,22.0,1011.0,NW,10.28,0,10
5521,2019,8,19,0,104.0,20,22.0,1011.0,NW,14.3,0,11
5522,2019,8,19,1,106.0,20,22.0,1011.0,cv,0.89,0,12
5523,2019,8,19,2,89.0,21,22.0,1010.0,NW,1.79,0,13
5524,2019,8,19,3,85.0,21,22.0,1011.0,NW,3.58,0,14
5525,2019,8,19,4,84.0,21,22.0,1010.0,NW,6.71,0,0
5526,2019,8,19,5,88.0,21,22.0,1011.0,NW,9.84,0,0
5527,2019,8,19,6,97.0,21,22.0,1011.0,NW,12.97,0,0
5528,2019,8,19,7,102.0,21,23.0,1011.0,NW,16.1,0,1
5529,2019,8,19,8,93.0,22,23.0,1012.0,NW,17.89,0,0
5530,2019,8,19,9,102.0,21,24.0,1013.0,NW,21.02,0,0
5531,2019,8,19,10,100.0,21,24.0,1013.0,NW,22.81,0,0
5532,2019,8,19,11,100.0,21,26.0,1012.0,NW,25.94,0,0
5533,2019,8,19,12,78.0,21,28.0,1012.0,NW,27.73,0,0
5534,2019,8,19,13,75.0,21,28.0,1012.0,cv,0.89,0,0
5535,2019,8,19,14,93.0,21,27.0,1012.0,SE,1.79,0,0
5536,2019,8,19,15,123.0,22,27.0,1012.0,SE,3.58,0,0
5537,2019,8,19,16,124.0,21,28.0,1012.0,SE,6.71,0,0
5538,2019,8,19,17,116.0,22,28.0,1012.0,SE,8.5,0,0
5539,2019,8,19,18,129.0,22,27.0,1012.0,SE,10.29,0,0
5540,2019,8,19,19,121.0,23,26.0,1012.0,NE,0.89,0,0
5541,2019,8,19,20,134.0,22,25.0,1012.0,cv,0.89,0,0
5542,2019,8,19,21,137.0,22,25.0,1013.0,NE,0.89,0,0
5543,2019,8,19,22,154.0,22,24.0,1013.0,SE,1.79,0,0
5544,2019,8,19,23,210.0,22,24.0,1014.0,cv,0.89,0,0
5545,2019,8,20,0,195.0,22,24.0,1014.0,SE,1.79,0,0
5546,2019,8,20,1,154.0,22,24.0,1014.0,cv,0.89,0,0
5547,2019,8,20,2,152.0,22,24.0,1014.0,NE,0.89,0,0
5548,2019,8,20,3,164.0,22,24.0,1014.0,NW,0.89,0,0
5549,2019,8,20,4,165.0,22,23.0,1014.0,cv,0.89,0,0
5550,2019,8,20,5,126.0,22,23.0,1015.0,NW,1.79,0,0
5551,2019,8,20,6,121.0,21,23.0,1015.0,NW,4.92,0,0
5552,2019,8,20,7,132.0,22,23.0,1015.0,NW,8.05,0,0
5553,2019,8,20,8,119.0,22,25.0,1015.0,NW,9.84,0,0
5554,2019,8,20,9,88.0,23,27.0,1015.0,NW,12.97,0,0
5555,2019,8,20,10,79.0,22,28.0,1015.0,NW,16.99,0,0
5556,2019,8,20,11,65.0,22,30.0,1015.0,cv,1.79,0,0
5557,2019,8,20,12,63.0,21,30.0,1014.0,cv,2.68,0,0
5558,2019,8,20,13,79.0,23,31.0,1014.0,SE,1.79,0,0
5559,2019,8,20,14,93.0,21,32.0,1013.0,SE,3.58,0,0
5560,2019,8,20,15,116.0,22,31.0,1013.0,SE,5.37,0,0
5561,2019,8,20,16,146.0,23,30.0,1012.0,SE,9.39,0,0
5562,2019,8,20,17,138.0,22,29.0,1012.0,SE,13.41,0,0
5563,2019,8,20,18,144.0,23,28.0,1012.0,SE,17.43,0,0
5564,2019,8,20,19,151.0,23,27.0,1013.0,SE,20.56,0,0
5565,2019,8,20,20,132.0,23,26.0,1013.0,SE,23.69,0,0
5566,2019,8,20,21,113.0,22,25.0,1014.0,SE,26.82,0,0
5567,2019,8,20,22,63.0,22,24.0,1014.0,SE,28.61,0,0
5568,2019,8,20,23,64.0,23,24.0,1014.0,SE,30.4,0,0
5569,2019,8,21,0,45.0,21,24.0,1014.0,SE,32.19,0,0
5570,2019,8,21,1,62.0,21,24.0,1013.0,SE,33.98,0,0
5571,2019,8,21,2,60.0,21,23.0,1013.0,SE,35.77,0,0
5572,2019,8,21,3,39.0,21,23.0,1013.0,SE,37.56,0,0
5573,2019,8,21,4,47.0,21,23.0,1012.0,cv,0.89,0,1
5574,2019,8,21,5,45.0,21,22.0,1012.0,cv,1.78,0,0
5575,2019,8,21,6,52.0,21,22.0,1012.0,cv,2.67,0,1
5576,2019,8,21,7,52.0,21,22.0,1012.0,cv,3.56,0,2
5577,2019,8,21,8,53.0,21,22.0,1012.0,NW,1.79,0,3
5578,2019,8,21,9,50.0,20,23.0,1012.0,NW,4.92,0,4
5579,2019,8,21,10,35.0,19,22.0,1013.0,NW,12.07,0,5
5580,2019,8,21,11,46.0,20,22.0,1012.0,NW,16.99,0,6
5581,2019,8,21,12,51.0,19,21.0,1012.0,NW,21.91,0,7
5582,2019,8,21,13,38.0,19,21.0,1011.0,NW,27.72,0,8
5583,2019,8,21,14,34.0,18,20.0,1011.0,NW,32.64,0,10
5584,2019,8,21,15,44.0,19,20.0,1011.0,NW,37.56,0,11
5585,2019,8,21,16,19.0,18,20.0,1011.0,NE,4.02,0,12
5586,2019,8,21,17,21.0,19,20.0,1011.0,NE,8.04,0,13
5587,2019,8,21,18,12.0,19,21.0,1011.0,NW,4.92,0,14
5588,2019,8,21,19,26.0,18,20.0,1011.0,NW,8.05,0,0
5589,2019,8,21,20,46.0,18,20.0,1012.0,NW,9.84,0,1
5590,2019,8,21,21,29.0,17,20.0,1013.0,NW,13.86,0,2
5591,2019,8,21,22,13.0,17,20.0,1012.0,NE,4.02,0,3
5592,2019,8,21,23,9.0,16,19.0,1012.0,NE,7.15,0,4
5593,2019,8,22,0,9.0,16,19.0,1013.0,NE,10.28,0,5
5594,2019,8,22,1,9.0,16,19.0,1013.0,NW,4.02,0,0
5595,2019,8,22,2,17.0,16,20.0,1013.0,NE,4.02,0,0
5596,2019,8,22,3,4.0,16,19.0,1013.0,NE,8.04,0,0
5597,2019,8,22,4,8.0,15,19.0,1012.0,NE,12.96,0,0
5598,2019,8,22,5,15.0,16,18.0,1012.0,NW,1.79,0,0
5599,2019,8,22,6,23.0,16,18.0,1013.0,NW,4.92,0,0
5600,2019,8,22,7,11.0,16,19.0,1013.0,NE,3.13,0,0
5601,2019,8,22,8,23.0,16,21.0,1014.0,NE,4.92,0,0
5602,2019,8,22,9,32.0,17,23.0,1014.0,NE,6.71,0,0
5603,2019,8,22,10,30.0,16,24.0,1014.0,NW,3.13,0,0
5604,2019,8,22,11,12.0,16,26.0,1014.0,NW,7.15,0,0
5605,2019,8,22,12,11.0,15,27.0,1014.0,NE,4.02,0,0
5606,2019,8,22,13,17.0,16,28.0,1013.0,NE,7.15,0,0
5607,2019,8,22,14,18.0,15,28.0,1013.0,SE,3.13,0,0
5608,2019,8,22,15,21.0,15,28.0,1012.0,SE,7.15,0,0
5609,2019,8,22,16,15.0,14,29.0,1012.0,SE,10.28,0,0
5610,2019,8,22,17,11.0,17,28.0,1012.0,SE,13.41,0,0
5611,2019,8,22,18,24.0,17,26.0,1012.0,SE,17.43,0,0
5612,2019,8,22,19,38.0,18,25.0,1013.0,SE,20.56,0,0
5613,2019,8,22,20,45.0,18,23.0,1014.0,SE,22.35,0,0
5614,2019,8,22,21,44.0,18,22.0,1014.0,SE,24.14,0,0
5615,2019,8,22,22,48.0,18,22.0,1014.0,SE,27.27,0,0
5616,2019,8,22,23,42.0,18,21.0,1015.0,SE,28.16,0,0
5617,2019,8,23,0,49.0,18,20.0,1015.0,cv,0.89,0,0
