SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.094405113,45,0,1.445320535,2916.0,9,0,1,0,2.0
0,0.142940765,31,0,0.08283914,10791.0,11,0,0,0,2.0
0,0.140410902,74,0,0.397700287,8000.0,8,0,2,0,0.0
0,0.028794241,80,0,0.276861569,2000.0,4,0,1,0,0.0
0,0.154049304,54,2,0.262734001,9187.0,10,0,2,0,2.0
0,0.158300115,59,0,0.100152905,2615.0,7,0,0,0,0.0
1,0.147704591,25,2,0.098450775,2000.0,2,3,0,0,1.0
0,0.062951737,35,0,0.336523354,7000.0,8,0,1,0,2.0
0,0.001611066,79,0,0.000387447,2580.0,2,0,0,0,0.0
0,0.013379179,45,0,0.248285817,5541.0,10,0,1,0,0.0
0,0.44032704,29,0,0.282583622,2600.0,8,0,0,0,2.0
0,0.0,69,0,32.0,,6,0,0,0,
0,0.246659259,55,1,0.450102429,6833.0,11,0,1,0,0.0
0,0.567123097,42,1,0.455084885,6066.0,10,0,1,0,0.0
0,0.074229267,52,0,0.019753337,69000.0,10,0,1,0,1.0
0,0.0,74,0,0.152738904,2500.0,4,0,0,0,0.0
0,0.894463174,33,0,0.254416961,3112.0,3,0,0,0,0.0
0,0.9999999,55,0,0.345133403,13417.0,7,0,2,0,1.0
0,0.012600229,46,1,0.169735398,8200.0,10,0,1,0,2.0
0,0.004659637,80,0,14.0,,16,0,0,0,0.0
0,0.088809584,51,0,0.295480067,7123.0,12,0,1,0,0.0
0,0.9999999,28,0,0.099423345,5028.0,2,0,0,1,0.0
0,0.007099763,59,0,0.001934985,5167.0,4,0,0,0,1.0
0,0.419135373,33,0,0.294688548,5666.0,10,0,1,0,0.0
0,0.431637754,23,0,0.01708383,2516.0,4,0,0,0,0.0
0,0.145023749,52,0,0.097439101,1600.0,6,0,0,0,0.0
0,0.022091413,38,0,0.815145127,6166.0,13,0,1,0,2.0
0,0.017895558,50,0,0.002562908,8583.0,3,0,0,0,0.0
0,0.76929942,56,2,0.451178451,9800.0,18,0,1,0,0.0
0,0.08485025,63,0,0.013596374,3750.0,5,0,0,0,0.0
0,0.012385158,30,0,0.058554699,3500.0,4,0,0,0,1.0
0,0.064323165,35,0,0.58669945,8540.0,9,0,1,0,0.0
1,0.230631184,65,2,0.506279498,12500.0,15,0,3,0,0.0
0,0.000621875,50,0,0.788130185,6267.0,7,0,1,0,1.0
0,0.078541435,57,0,0.020326223,7969.0,8,0,0,0,0.0
0,0.750047197,27,0,0.187603763,3613.0,7,0,0,0,0.0
0,0.539393458,35,0,0.423338306,6032.0,9,0,1,0,3.0
0,0.050820177,56,0,0.474790817,4660.0,15,0,2,0,3.0
0,0.421713346,48,0,0.469419556,7700.0,17,0,1,0,2.0
0,0.644392299,58,0,1.423728814,2300.0,12,0,1,0,0.0
0,0.132559862,46,0,0.330770945,8975.0,11,0,2,0,1.0
0,0.636274473,36,0,0.204970718,7000.0,11,0,1,0,0.0
0,0.230381569,37,0,0.735689934,5572.0,11,0,2,0,2.0
0,0.800997819,62,1,0.273684211,7884.0,13,0,0,0,0.0
0,0.98828683,46,0,0.539486838,3000.0,9,0,2,0,1.0
0,0.010024146,71,0,0.000959923,12500.0,3,0,0,0,0.0
0,0.089691753,51,0,0.007797761,7950.0,8,0,0,0,0.0
0,0.113481086,88,0,0.005554013,3600.0,2,0,0,0,1.0
1,0.9999999,35,0,0.044888798,4900.0,3,1,0,0,0.0
0,0.303848829,44,1,0.555111222,4000.0,9,0,1,1,0.0
0,0.657801494,81,0,0.131962296,3500.0,4,0,0,0,0.0
0,0.983206717,29,0,0.437281359,2000.0,5,0,0,0,0.0
0,0.878081279,33,0,0.320565149,3184.0,7,0,0,0,4.0
0,0.684758147,60,0,0.093849669,42013.0,17,0,1,0,0.0
0,0.229561225,67,0,0.3005689,6327.0,15,0,1,0,0.0
1,0.022947476,67,0,0.650050743,16750.0,12,0,5,0,0.0
0,0.53127259,46,0,0.27044711,2750.0,5,0,0,0,0.0
0,0.081071193,44,0,0.332041747,16000.0,9,0,4,0,3.0
1,0.942649683,61,0,0.338591424,4500.0,13,4,0,0,0.0
0,0.0,35,0,0.797408286,5478.0,9,0,5,0,0.0
0,0.122732317,43,0,0.079014754,8200.0,7,1,0,0,1.0
0,0.017913561,77,0,0.014084507,2200.0,8,0,0,0,0.0
0,0.011071312,62,1,0.27862038,8900.0,21,0,1,0,3.0
0,0.091338323,56,0,0.162925475,12250.0,6,0,1,0,1.0
0,0.0,45,0,0.022991264,20833.0,6,0,0,0,0.0
0,0.149308449,26,0,0.209919262,2600.0,5,0,0,0,0.0
0,0.441737773,57,1,0.385989249,11533.0,18,0,1,0,0.0
0,0.04109863,51,0,0.197365699,14500.0,5,0,3,0,3.0
0,0.285942811,41,0,0.095048789,2766.0,5,0,1,0,0.0
0,2.13e-05,61,0,0.423488665,3175.0,19,0,1,0,0.0
0,0.0,81,0,0.0,2400.0,6,0,0,0,0.0
0,0.028430311,63,0,0.273962168,7876.0,11,0,1,0,2.0
0,0.98040196,55,0,0.542461005,3461.0,7,0,0,0,0.0
0,0.041791516,58,0,1.274898603,2218.0,22,0,3,0,0.0
0,0.044306154,32,0,1.85313569,4384.0,12,0,3,0,2.0
0,0.046882359,63,0,0.476479266,6100.0,11,0,2,0,1.0
0,0.113368543,52,0,0.279229839,10750.0,14,0,2,0,2.0
0,0.036071402,32,0,14.0,,5,0,0,0,0.0
0,0.644710579,27,0,0.087017653,6400.0,7,0,0,0,0.0
0,0.0,50,3,0.07569808,4583.0,5,0,0,0,2.0
0,0.0,81,0,0.458180606,3000.0,6,0,1,0,0.0
0,0.060235835,49,0,0.254874903,16666.0,12,0,2,0,0.0
0,0.00599988,48,0,0.301224624,12166.0,7,0,2,0,2.0
0,0.165599927,59,0,0.226882654,10370.0,10,0,1,0,0.0
0,0.717131474,47,0,0.199406235,2020.0,2,1,0,1,2.0
0,0.546460794,39,0,0.651813767,3500.0,10,0,1,0,0.0
0,0.10791217,65,0,0.132273707,3711.0,9,0,0,0,0.0
0,0.160768309,61,0,0.234912239,12476.0,13,0,3,0,2.0
0,0.177756428,48,0,0.648558574,6000.0,16,0,2,0,2.0
0,0.144890214,49,0,0.201493048,14600.0,9,0,2,0,0.0
0,0.242587871,58,0,0.959053103,3125.0,7,0,3,0,0.0
0,0.392637582,49,0,0.325794956,7295.0,14,0,1,0,3.0
0,0.152820639,38,0,0.093181364,5000.0,6,0,0,0,0.0
0,0.543472729,63,0,0.338727966,9700.0,26,0,1,0,1.0
0,0.9999999,38,0,0.171822941,2100.0,2,0,0,0,0.0
0,0.27120299,40,0,0.903044993,6600.0,11,0,2,0,3.0
0,0.981590506,33,1,0.810969638,4083.0,8,0,3,0,1.0
0,0.265535285,61,0,0.245717227,13600.0,16,0,2,0,1.0
0,0.4415984,60,0,1.200799867,6000.0,9,0,5,0,1.0
0,0.652424583,54,0,0.27810886,7550.0,13,0,0,0,0.0
0,0.17979042,66,0,0.278944425,19666.0,26,0,2,0,0.0
0,0.016384592,67,0,76.0,,3,0,0,0,
0,0.9999999,28,0,0.107784431,500.0,3,0,0,0,2.0
0,0.877886218,37,0,0.063334983,8083.0,4,0,0,0,0.0
0,0.083370523,64,0,0.477870901,6800.0,10,0,2,1,0.0
0,0.183887968,65,2,0.173637727,6000.0,12,0,1,0,0.0
0,0.061639445,88,0,0.014197161,5000.0,3,0,0,0,0.0
0,0.240497362,52,0,0.538146185,10000.0,22,0,2,0,2.0
0,0.496532775,58,0,0.301163587,4382.0,5,0,1,0,0.0
0,0.481629593,55,0,1.580044676,1342.0,3,0,1,0,0.0
0,0.9999999,35,0,0.250999862,7250.0,5,0,1,0,0.0
0,0.336057707,33,0,0.075214071,4320.0,3,0,0,0,0.0
0,0.144695333,70,0,0.418918919,8583.0,15,0,1,0,0.0
0,0.341624167,64,0,0.48422634,5990.0,20,0,1,0,0.0
0,0.365948566,55,0,22.35294118,50.0,3,0,0,0,2.0
0,0.035732656,51,0,0.019585898,1786.0,3,0,0,0,0.0
0,0.332888926,38,0,0.614234057,6083.0,4,0,1,0,2.0
0,0.042489591,53,0,0.478496959,4603.0,6,0,1,0,0.0
0,0.9999999,47,0,0.370691923,3800.0,6,0,0,0,1.0
0,0.02170767,32,0,1.13452188,1850.0,24,0,1,0,1.0
0,0.9999999,85,0,0.0,,2,0,0,0,0.0
1,0.9999999,40,0,0.120710343,4166.0,3,1,0,0,2.0
0,0.9999999,59,0,0.272386506,2400.0,4,0,0,0,0.0
0,0.017908548,79,0,0.002501103,6796.0,4,0,0,0,1.0
0,1.015396921,44,5,0.591637631,2869.0,9,2,2,2,1.0
0,0.455154587,49,1,0.913286004,1971.0,11,0,0,0,0.0
0,0.047240186,55,0,0.126108692,6200.0,10,0,1,0,1.0
0,0.0,40,0,0.330556481,3000.0,8,0,1,0,0.0
0,0.014734187,47,0,0.057838843,16666.0,11,0,0,0,3.0
0,0.224943422,54,0,0.441962193,6400.0,8,0,3,0,0.0
0,0.164353676,72,0,0.022347873,3713.0,3,0,0,0,0.0
0,0.105495,46,0,0.5326571,8083.0,11,0,1,0,0.0
0,0.204932217,55,0,0.371851259,2500.0,12,0,0,0,0.0
0,0.256384567,49,0,0.370325935,5000.0,7,0,1,0,0.0
0,0.123098509,51,0,0.406878461,6861.0,15,0,1,0,4.0
0,0.563350323,84,0,0.504402328,6700.0,11,0,1,0,0.0
1,0.146518943,32,0,1.57339163,1600.0,17,0,1,0,0.0
0,0.604515532,56,1,0.739066442,4755.0,12,0,2,0,0.0
0,0.032355315,32,0,0.137824328,4200.0,5,0,0,0,0.0
0,0.049711918,63,0,31.0,,2,0,0,0,0.0
0,0.0,27,0,0.112641635,4500.0,9,0,0,0,0.0
0,0.099360625,52,0,0.015517517,6250.0,8,0,0,0,3.0
0,0.179164167,41,1,0.830141549,1200.0,4,0,2,0,0.0
0,0.294459236,30,0,0.097377192,6900.0,7,0,0,0,0.0
0,0.254856425,38,0,0.27989972,6780.0,7,0,1,0,1.0
0,0.008662136,67,0,0.200185112,7562.0,23,0,1,0,0.0
0,0.025541553,61,0,0.019152332,5638.0,5,0,0,0,2.0
0,0.161412731,59,0,0.35648064,5500.0,9,0,1,0,1.0
0,0.298612818,81,0,0.096545173,20000.0,16,0,0,0,0.0
0,0.726719107,32,1,0.414581066,4594.0,9,0,1,0,0.0
0,0.0,40,0,0.374104316,6000.0,8,0,2,0,2.0
0,0.9999999,50,1,0.16091954,2000.0,1,0,0,1,2.0
0,0.182524763,55,0,0.426277372,2739.0,12,0,1,0,0.0
0,0.691106862,41,0,1.223122636,1850.0,9,0,1,0,1.0
0,0.237374594,62,0,0.550689862,5000.0,8,0,1,0,0.0
0,0.717082441,53,1,0.653153153,5105.0,12,0,3,0,0.0
0,0.074962519,26,0,0.179822513,2140.0,4,0,0,0,0.0
0,0.110900392,37,0,0.843696867,8233.0,9,0,3,0,2.0
0,0.021933853,65,0,0.196030416,7758.0,20,0,1,0,0.0
0,0.961259685,45,2,0.469955616,5857.0,7,2,0,1,3.0
0,0.267023644,73,0,0.060379971,13000.0,6,0,0,0,0.0
0,0.0,36,0,0.670973696,2166.0,7,0,0,0,0.0
0,0.147413698,54,0,0.266264513,15416.0,13,0,2,0,1.0
0,0.08527086,61,0,0.344277437,11908.0,14,0,3,0,0.0
0,0.161676647,27,0,0.025706941,3500.0,7,0,0,0,0.0
0,0.074050683,50,0,0.903962322,9766.0,12,0,4,0,0.0
0,0.0,64,0,55.0,,8,0,0,0,0.0
0,0.0,79,2,0.377284777,7166.0,7,0,3,0,0.0
0,0.101449275,67,0,0.373991935,1983.0,17,0,1,0,0.0
0,0.9999999,28,1,0.172331068,2500.0,1,1,0,1,1.0
1,0.9999999,24,0,0.0,1700.0,0,0,0,0,0.0
0,0.143279173,26,0,0.103884766,2290.0,3,0,0,0,0.0
0,0.013600953,75,0,0.077492251,10000.0,5,0,1,0,0.0
0,0.0,27,0,0.016662699,4200.0,5,0,0,1,0.0
0,0.227749592,60,0,0.337518054,9000.0,21,0,0,0,2.0
0,0.9999999,21,0,64.0,,0,0,0,0,
0,0.038394221,84,0,0.205999743,7766.0,9,0,1,0,0.0
0,0.0,50,0,0.294936405,12500.0,9,0,2,0,4.0
0,0.844402706,34,0,0.225318312,15000.0,9,0,1,0,1.0
0,0.027884389,52,0,0.520973462,8176.0,5,0,2,0,0.0
0,0.820550241,41,0,0.754703007,6750.0,7,0,2,0,3.0
0,0.593217016,59,1,0.854120758,2268.0,6,1,1,1,1.0
0,0.72869415,29,0,0.025071555,27600.0,5,0,0,0,0.0
0,0.124236962,62,0,0.780882353,2719.0,13,0,1,0,0.0
0,0.176323538,43,0,0.410397401,4000.0,2,0,1,0,0.0
0,0.011856804,79,0,12.0,,4,0,0,0,2.0
0,0.212478108,64,0,0.427383392,8296.0,23,0,2,0,0.0
0,0.002444173,57,0,0.277134719,16500.0,8,0,2,0,2.0
0,0.050348252,66,1,0.376330216,3100.0,5,0,1,0,1.0
0,0.992639911,48,0,0.892260484,2932.0,11,0,2,0,1.0
0,1.078575576,58,1,0.510962822,4195.0,4,0,1,0,1.0
0,0.0,75,0,0.261998871,7083.0,17,0,2,0,1.0
0,0.9999999,46,2,0.830163348,4468.0,3,0,2,0,0.0
0,0.249944457,40,0,0.686284813,5708.0,8,0,2,0,0.0
0,0.9999999,52,0,0.173099078,3471.0,3,0,0,0,3.0
0,0.252582473,27,1,0.03715847,6404.0,5,0,0,0,1.0
0,0.04351424,67,0,18.0,,1,0,0,0,0.0
0,0.041986507,60,0,0.019476304,4620.0,10,0,0,0,0.0
1,0.115538948,56,0,0.200159968,5000.0,9,0,1,0,0.0
0,0.006353799,56,0,0.376128385,2990.0,10,0,1,0,4.0
0,0.0,58,0,0.002076763,13000.0,4,0,0,0,0.0
0,0.205788658,69,0,0.880144653,5806.0,14,0,3,0,0.0
0,0.026680849,74,0,0.335466784,4530.0,7,0,1,0,0.0
1,0.640058527,39,0,0.055984556,9841.0,9,0,0,0,2.0
0,0.0,25,0,0.0,1280.0,1,0,0,0,1.0
0,0.023823161,63,0,0.099800019,10500.0,10,0,1,0,0.0
0,0.143079565,65,0,0.354502863,3841.0,8,0,1,0,0.0
0,0.031851009,33,0,0.977502812,2666.0,7,0,1,0,0.0
0,0.109690923,62,0,0.43864299,3772.0,22,0,1,0,0.0
0,0.318212787,48,0,0.331704066,4500.0,5,0,1,0,0.0
0,0.048674972,78,2,0.187359821,12483.0,5,0,2,0,0.0
0,0.636712421,51,0,0.432709716,6627.0,11,0,2,0,0.0
0,0.311225309,33,1,0.123053259,5200.0,5,0,1,0,3.0
0,0.016518782,42,0,0.294398093,5033.0,11,0,1,0,0.0
0,0.144571086,30,0,0.474406991,800.0,6,0,0,0,1.0
0,0.876012399,26,0,0.431979368,1550.0,4,0,0,0,0.0
0,0.887408394,54,0,0.139930035,2000.0,3,0,0,0,1.0
0,0.551631456,74,1,0.428977273,5983.0,11,0,3,0,0.0
0,0.504856997,44,0,0.194701325,4000.0,3,0,0,0,3.0
0,0.152442139,31,0,0.077540631,5106.0,6,0,0,0,1.0
0,0.366142075,53,0,5.766763848,2400.0,12,0,1,0,0.0
0,0.0,74,1,0.0,3833.0,5,0,0,0,0.0
0,0.984668711,47,0,0.132761922,10966.0,5,0,0,0,2.0
1,0.851423083,49,1,0.419678148,7083.0,11,1,1,1,0.0
0,1.26984127,68,1,0.66347848,3972.0,7,0,1,0,0.0
0,0.9999999,68,0,3.0,,3,0,0,0,0.0
0,0.435789474,60,0,0.435846297,7520.0,10,0,2,0,0.0
0,0.667359667,64,0,0.510844485,4333.0,6,0,2,0,0.0
0,0.028518826,64,0,23.0,,11,0,0,0,
0,0.011180167,45,0,0.002431775,3700.0,4,0,0,0,3.0
0,0.735648739,35,0,0.993622449,4703.0,14,0,1,0,4.0
0,0.054165055,35,0,0.02917342,1850.0,5,0,0,0,0.0
0,0.057882811,63,0,0.367948017,16466.0,19,0,5,0,1.0
0,0.171950871,44,0,0.430781129,9050.0,9,0,2,0,2.0
0,0.195844105,42,0,0.027091474,65001.0,9,0,2,0,2.0
0,0.966769924,49,1,0.145927036,2000.0,6,0,0,0,0.0
0,0.0,35,0,0.383455103,4242.0,7,0,1,0,2.0
0,0.644903398,25,0,0.569892473,650.0,5,0,0,0,0.0
0,1.083836351,37,0,0.136575616,1500.0,1,1,0,0,1.0
0,0.522444325,48,0,0.526182965,9509.0,10,0,1,0,0.0
1,1.067104903,33,1,0.235031664,6947.0,9,0,0,4,2.0
0,0.229584694,47,0,0.288451925,6000.0,3,0,1,0,1.0
0,0.002161316,60,0,0.000344768,5800.0,7,0,0,0,1.0
0,0.022648037,74,0,0.398920216,5000.0,8,0,2,0,0.0
0,0.345611486,32,1,0.116652779,8400.0,4,0,1,0,2.0
0,0.51528716,42,0,0.752738654,5750.0,24,0,3,0,2.0
0,0.47752827,73,0,1.170651818,3052.0,29,0,2,0,0.0
0,0.013095711,55,0,0.363039132,3500.0,10,0,2,0,0.0
0,0.612624449,54,0,0.479920013,6000.0,27,0,1,0,0.0
0,0.262308683,55,0,0.452109578,5000.0,9,0,1,0,0.0
0,0.9999999,24,0,1.0,,0,0,0,0,0.0
0,0.099164945,35,0,0.328928047,14300.0,8,0,2,0,1.0
0,0.0,43,0,0.831765557,8291.0,8,0,2,0,2.0
0,0.004395247,46,0,0.325642209,6500.0,7,0,1,0,0.0
0,0.047886229,63,0,0.06959345,7083.0,8,0,0,0,1.0
0,0.040699594,71,0,0.094226443,4000.0,6,0,0,0,0.0
0,1.011247188,30,0,0.329882185,2800.0,9,0,0,0,0.0
0,0.393429605,49,0,0.242906807,8916.0,8,0,2,0,2.0
0,0.904063957,30,1,0.507246377,2000.0,6,0,0,1,0.0
0,0.462617913,47,0,0.686089079,3277.0,7,0,2,0,3.0
1,0.757475083,55,0,0.484175458,1800.0,7,4,2,2,0.0
0,0.011029969,67,0,0.21670097,3400.0,2,0,1,0,0.0
0,0.0,66,0,0.116221621,8500.0,15,0,0,0,0.0
0,0.049167328,58,0,0.001666528,12000.0,7,0,0,0,0.0
0,0.0,78,1,0.318420395,4000.0,8,0,1,0,0.0
0,0.322584825,46,1,0.323842065,2633.0,12,0,1,0,2.0
1,0.670401156,54,1,0.308615231,6000.0,4,0,1,0,2.0
0,2.641791045,35,1,0.194451387,4000.0,5,1,0,3,0.0
0,0.056958861,64,0,0.166760437,8886.0,9,0,1,0,0.0
0,0.017382307,48,0,0.625674865,5000.0,12,0,2,0,2.0
0,0.942512067,44,2,0.544862066,11200.0,20,0,3,0,0.0
0,0.433638048,66,0,0.631117356,20637.0,18,0,6,0,0.0
0,0.135586362,41,0,0.224106231,4894.0,13,0,0,0,0.0
0,0.452043003,49,0,0.239576042,10000.0,17,0,2,0,3.0
0,0.230342628,52,0,0.111591073,4166.0,7,0,0,0,0.0
0,0.986876025,36,0,0.295126829,9500.0,7,0,2,0,0.0
0,0.555364272,63,0,0.736815796,4000.0,15,0,1,0,0.0
0,0.422350041,73,0,0.25714857,5000.0,9,0,0,0,1.0
0,0.304121864,60,0,0.07498558,5200.0,7,1,0,0,1.0
0,0.085420436,72,0,0.285164835,7279.0,15,0,1,0,0.0
0,0.0,39,0,0.484169065,6600.0,4,0,1,0,4.0
0,0.401426993,61,0,0.361048429,5760.0,10,0,2,1,0.0
0,0.426956777,70,0,2.116352201,6041.0,17,0,4,0,1.0
0,0.137551189,40,0,0.24997475,9900.0,10,0,2,0,4.0
1,1.064701125,37,2,0.311034218,2600.0,5,0,0,4,0.0
0,0.035258296,84,0,30.0,,4,0,0,0,
0,0.462811546,29,0,0.2264941,2626.0,4,0,0,0,0.0
0,0.036351249,28,0,0.017571885,5633.0,7,0,0,0,0.0
0,0.009006453,28,0,0.855635758,1800.0,6,0,2,0,0.0
0,0.000991365,79,0,1.0,,10,0,0,0,0.0
0,0.123925621,54,1,0.025595905,6250.0,10,0,0,0,0.0
0,0.268670008,40,0,0.206492854,13922.0,8,0,1,0,2.0
0,0.023623778,26,0,0.001713796,3500.0,3,0,0,0,0.0
0,0.14638524,43,0,0.157845621,7500.0,20,0,2,0,0.0
0,0.9999999,49,0,0.0,4600.0,1,0,0,0,0.0
0,0.986149584,45,0,0.549196972,5416.0,6,0,1,0,0.0
0,0.055897243,44,0,0.020997375,2285.0,5,0,0,0,0.0
0,0.500135123,38,1,0.356301321,2800.0,6,0,0,0,0.0
0,0.9999999,25,0,0.148638968,2791.0,7,0,0,0,0.0
0,0.012718982,67,0,0.814728424,3000.0,3,0,2,1,1.0
0,0.553617451,31,0,0.534711965,3384.0,8,0,2,0,0.0
0,0.9999999,82,0,0.0,,0,0,0,0,
0,0.253387331,43,0,0.028496438,5333.0,1,0,0,0,0.0
0,0.017837002,82,0,0.677147239,2607.0,11,0,1,0,0.0
0,0.076360165,67,0,0.146994473,17367.0,10,0,2,0,1.0
0,0.0,64,0,0.036156375,57195.0,6,0,1,0,1.0
0,0.0,75,0,0.322677323,1000.0,6,0,0,0,0.0
0,0.271480609,61,0,0.447328423,8552.0,8,0,2,0,0.0
0,0.146916798,38,0,0.364344349,4750.0,6,0,2,0,2.0
0,0.151052827,26,0,0.031593681,5000.0,4,0,0,0,0.0
0,0.0,65,0,0.25914817,5000.0,3,0,1,0,0.0
1,0.9999999,40,3,0.197436236,7566.0,4,2,0,1,2.0
0,0.037546546,48,0,0.269431744,9185.0,9,0,1,0,1.0
0,0.167955237,70,0,0.207387796,7931.0,13,0,1,0,0.0
0,0.0,29,0,0.0,0.0,1,0,0,0,0.0
0,0.600856745,49,0,0.510513355,5278.0,8,0,1,0,0.0
0,0.423930934,44,0,0.913029678,6300.0,13,0,1,0,3.0
0,0.0,58,0,0.114414414,1109.0,5,0,0,0,0.0
0,0.729985458,40,0,0.506036885,7536.0,9,0,1,0,3.0
0,0.058420017,63,0,0.209538979,11300.0,21,0,1,0,0.0
0,0.0,69,0,0.0,7542.0,4,0,0,0,0.0
0,0.057951914,47,0,0.299034982,8289.0,14,0,1,0,0.0
0,0.289746298,40,0,0.124975005,5000.0,8,0,1,0,0.0
0,0.019529497,66,0,0.191518943,8630.0,14,0,1,0,1.0
0,0.098676055,39,0,0.315823606,3083.0,8,0,2,0,0.0
0,0.0,61,0,0.273867869,5100.0,9,0,0,0,1.0
0,0.012663582,65,0,0.125849887,7500.0,6,0,1,0,2.0
0,0.423849655,63,0,0.82919166,3500.0,11,0,1,0,0.0
1,0.029998446,52,0,0.012341447,2916.0,12,0,0,0,1.0
0,0.815198618,83,0,0.178109453,3014.0,3,0,0,0,0.0
0,0.005819333,61,0,0.764308923,4000.0,16,0,2,0,1.0
0,0.9999999,21,0,0.10619469,1920.0,1,0,0,0,0.0
0,0.851920145,46,0,0.472642189,8333.0,6,0,2,0,2.0
1,0.067752545,61,0,0.389902524,4000.0,13,0,2,1,0.0
1,0.951016328,51,0,0.782,6499.0,4,6,1,0,0.0
0,0.02098352,65,0,0.149979976,4993.0,8,0,1,0,0.0
0,0.003505836,63,0,0.180710844,11000.0,14,0,1,0,0.0
0,0.056639372,33,0,0.872969596,2400.0,9,0,1,0,0.0
0,0.333924777,39,0,0.553206685,7000.0,9,0,1,0,3.0
0,0.964071856,28,1,14.0,,1,0,0,0,0.0
0,0.081885508,54,0,0.282292043,8306.0,16,0,3,0,0.0
0,0.032509411,86,0,0.39456145,3750.0,13,0,1,0,1.0
0,0.082354275,47,0,0.604832105,4883.0,16,0,2,0,2.0
0,0.76160386,64,2,0.501755132,9400.0,10,0,2,0,2.0
0,0.103842906,53,0,0.297376779,8500.0,13,0,1,0,2.0
0,0.076610844,41,0,0.349094839,3700.0,4,0,1,0,2.0
0,0.035622079,58,0,0.013331111,6000.0,8,0,0,0,2.0
0,0.045159209,33,0,0.648321131,3960.0,11,0,1,0,0.0
0,0.106785742,29,0,41.0,,2,0,0,0,0.0
0,0.806387226,32,0,0.063688213,4207.0,3,0,0,0,3.0
0,0.026437918,46,0,0.577070488,6000.0,31,0,1,0,2.0
0,0.28947076,33,0,0.260415509,9000.0,7,0,2,0,3.0
0,0.055408019,33,0,1.216699801,1508.0,7,0,1,0,1.0
0,0.000907495,59,0,0.129787021,10000.0,17,0,1,0,0.0
0,0.9999999,40,0,0.0,,0,0,0,0,0.0
1,0.070422535,23,0,4.0,,1,0,0,0,0.0
0,0.096774194,49,0,0.12074937,6351.0,9,0,0,0,2.0
0,0.001217285,56,0,0.0,4700.0,2,0,0,0,0.0
0,0.835272782,51,0,0.472536349,3713.0,7,0,0,0,1.0
0,0.024005466,51,0,0.004051317,5923.0,5,0,0,0,0.0
0,0.677867368,54,0,0.315027608,6700.0,15,0,1,0,0.0
0,0.0,60,0,0.153824961,10888.0,7,0,1,0,0.0
0,0.791200902,50,1,0.190623923,2900.0,14,3,0,0,0.0
0,0.060650519,69,0,0.032900433,2309.0,8,0,0,0,0.0
0,0.9999999,38,0,0.110878973,6700.0,3,0,0,0,3.0
0,0.40069666,61,1,0.528867783,4000.0,7,0,1,0,2.0
0,0.006463731,38,0,0.483432455,2353.0,7,0,1,0,2.0
0,0.0,61,0,0.385973381,14500.0,5,0,1,0,0.0
0,0.052719704,72,0,0.571428571,10177.0,8,0,2,0,0.0
0,0.0,57,0,0.505469846,3564.0,9,0,1,0,0.0
0,0.816520711,45,0,0.566702775,12000.0,9,0,4,0,3.0
0,0.08123407,61,0,0.415457891,4618.0,18,0,2,0,0.0
0,0.67635491,37,1,0.204601887,6040.0,5,0,1,0,6.0
0,0.018401824,43,0,0.482294264,4009.0,7,0,1,0,0.0
0,0.955360331,30,0,0.226807823,5572.0,6,0,0,0,3.0
0,0.09483691,37,0,0.294456443,8333.0,6,0,2,0,0.0
0,0.624187906,42,0,0.195711679,4383.0,4,0,0,0,2.0
0,0.006045317,78,0,0.002210294,3166.0,5,0,0,0,0.0
0,0.179101026,63,0,0.36443926,6000.0,13,0,2,0,0.0
0,0.235575941,67,0,0.155162469,5200.0,14,0,0,0,0.0
0,0.0,73,0,0.316841579,2000.0,4,0,1,0,1.0
0,0.10444625,64,0,0.512470234,7978.0,18,0,4,0,0.0
1,0.972150876,59,0,1.473797947,1850.0,12,0,2,0,0.0
0,0.9999999,58,1,0.368375946,7000.0,3,0,1,0,0.0
1,0.0,47,2,0.837223043,3384.0,4,1,1,1,3.0
0,0.9999999,75,0,0.276756757,1849.0,5,0,0,0,0.0
0,0.046883709,55,1,0.269877328,2200.0,9,0,1,0,0.0
0,0.206832701,50,0,0.167013278,6250.0,2,0,1,0,0.0
0,0.021404605,34,0,0.571584401,11000.0,11,0,3,0,0.0
0,0.064393024,43,0,0.056736373,5833.0,3,0,0,0,0.0
0,0.017181037,65,0,0.003665445,3000.0,11,0,0,0,0.0
0,0.024542552,75,0,0.129037126,6625.0,10,0,1,0,0.0
0,0.724183877,39,0,0.287549407,7083.0,5,0,1,0,0.0
0,0.024680734,61,0,0.004443457,4500.0,3,0,0,0,1.0
0,0.984641229,39,0,0.534193161,3333.0,8,0,2,0,0.0
0,0.017533041,64,0,0.192023746,13138.0,4,0,1,0,0.0
0,0.833730121,31,0,0.134573085,5000.0,4,0,0,0,0.0
0,0.275074238,75,0,0.370338248,2305.0,9,0,2,0,0.0
0,0.141468053,79,0,0.379159616,7091.0,11,0,1,0,1.0
0,0.903436552,36,0,0.461856325,6291.0,7,0,1,0,3.0
0,0.845163733,58,0,0.70302204,4400.0,12,0,1,0,1.0
0,0.9999999,34,1,0.740110165,1996.0,6,0,1,0,1.0
