aircompany,origen,destino,distancia,avion,con_escala,consumo_kg,duracion,ingresos,id_vuelo,mes
Airnar,Los Angeles,Ginebra,9103,Boeing 737,False,22783.8987,711,330558.13,Air_LoGi_10737,Jun23
PamPangea,Nueva York,París,5835,Airbus A320,True,16145.58504,542,228064.02,Pam_NuPa_11320,Jun23
TabarAir,Los Angeles,Ginebra,9103,Airbus A380,False,111544.5208,626,591037.68,Tab_LoGi_11380,Jun23
TabarAir,Londres,Nueva York,5566,Airbus A380,False,70133.8264,391,361918.35,Tab_LoNu_11380,Jun23
Airnar,Cincinnati,Los Angeles,3073,Airbus A380,False,39076.26800000001,224,196746.2,Air_CiLo_11380,Jun23
Airnar,Ginebra,Bali,12383,Boeing 747,False,133322.8078,845,759816.63,Air_GiBa_10747,Jun23
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,198601.7696,1326,1003088.06,Mol_MeLo_10747,Jun23
PamPangea,Melbourne,París,16925,Boeing 737,True,44483.7744,1485,613559.61,Pam_MePa_10737,Jun23
TabarAir,Roma,Los Angeles,10077,Airbus A320,True,28409.400864,850,390412.29,Tab_RoLo_11320,Jun23
FlyQ,Roma,Nueva York,6877,Boeing 737,False,16878.2211,542,241593.94,Fly_RoNu_10737,Jun23
PamPangea,Ginebra,Bali,12383,Airbus A380,False,154599.2784,845,812926.12,Pam_GiBa_11380,Jun23
FlyQ,Roma,Cincinnati,7480,Boeing 737,False,19266.984,588,254577.67,Fly_RoCi_10737,Jun23
TabarAir,Roma,Ginebra,698,Airbus A380,False,8310.9464,66,42591.66,Tab_RoGi_11380,Jun23
MoldaviAir,Londres,Melbourne,16900,Boeing 747,True,202348.9728,1326,1017780.71,Mol_LoMe_10747,Jun23
MoldaviAir,París,Melbourne,16925,Boeing 737,True,44056.04580000001,1485,607631.02,Mol_PaMe_10737,Jun23
TabarAir,Nueva York,Roma,6877,Boeing 747,False,76241.17280000001,478,408751.28,Tab_NuRo_10747,Jun23
MoldaviAir,Melbourne,París,16925,Boeing 747,True,191390.0664,1328,1038244.08,Mol_MePa_10747,Jun23
MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,True,264876.3145600001,1535,1252828.85,Mol_MeCa_11380,Jun23
TabarAir,Londres,Nueva York,5566,Boeing 737,False,14877.918,442,193746.39,Tab_LoNu_10737,Jun23
PamPangea,Melbourne,Ginebra,16674,Airbus A380,True,200461.4976,1311,1060081.65,Pam_MeGi_11380,Jun23
TabarAir,Nueva York,Ginebra,6206,Airbus A380,False,78915.49600000001,433,384660.19,Tab_NuGi_11380,Jun23
TabarAir,Los Angeles,Cincinnati,3073,Boeing 747,False,36033.998,224,184807.69,Tab_LoCi_10747,Jun23
MoldaviAir,Londres,París,344,Boeing 747,False,3740.3808,42,20815.06,Mol_LoPa_10747,Jun23
TabarAir,Ginebra,Cincinnati,6969,Airbus A320,True,19829.146584,624,272686.32,Tab_GiCi_11320,Jun23
MoldaviAir,Cádiz,Melbourne,20029,Airbus A380,True,264876.3145600001,1535,1256717.99,Mol_CaMe_11380,Jun23
PamPangea,Nueva York,Ginebra,6206,Airbus A380,False,75328.428,433,378994.64,Pam_NuGi_11380,Jun23
TabarAir,Ginebra,Londres,739,Airbus A380,False,8799.1252,69,45635.77,Tab_GiLo_11380,Jun23
FlyQ,Bali,Nueva York,16589,Airbus A380,True,211405.969216,1305,1050831.99,Fly_BaNu_11380,Jun23
TabarAir,Cincinnati,Londres,6284,Airbus A320,True,16731.828672,575,246584.46,Tab_CiLo_11320,Jun23
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,211305.7024,1326,1031829.93,Mol_MeLo_11380,Jun23
MoldaviAir,Bali,París,11980,Airbus A380,False,148183.016,818,759540.12,Mol_BaPa_11380,Jun23
MoldaviAir,París,Melbourne,16925,Airbus A380,True,207548.7024,1328,1044687.55,Mol_PaMe_11380,Jun23
FlyQ,Nueva York,Ginebra,6206,Boeing 737,False,15683.8032,491,228802.9,Fly_NuGi_10737,Jun23
PamPangea,Nueva York,Ginebra,6206,Boeing 737,False,15532.9974,491,210472.89,Pam_NuGi_10737,Jun23
MoldaviAir,Londres,Cádiz,1716,Boeing 737,False,4545.1692,150,62236.41,Mol_LoCa_10737,Jun23
FlyQ,Barcelona,Nueva York,6170,Boeing 747,False,66429.92199999999,431,367375.46,Fly_BaNu_10747,Jun23
Airnar,Ginebra,París,411,Airbus A320,False,1124.4549,49,16886.79,Air_GiPa_11320,Jun23
TabarAir,Cincinnati,Ginebra,6969,Airbus A380,False,85395.33840000001,484,441766.98,Tab_CiGi_11380,Jun23
TabarAir,Los Angeles,Roma,10077,Boeing 747,False,107420.82,691,569103.19,Tab_LoRo_10747,Jun23
PamPangea,Nueva York,Bali,16589,Boeing 747,True,185751.412496,1305,1019132.11,Pam_NuBa_10747,Jun23
PamPangea,Melbourne,Londres,16900,Airbus A380,True,215369.2736,1326,1083591.01,Pam_MeLo_11380,Jun23
Airnar,París,Cádiz,1447,Boeing 747,False,15425.02,116,82680.57,Air_PaCa_10747,Jun23
PamPangea,París,Nueva York,5835,Boeing 737,False,15171.5835,463,207258.86,Pam_PaNu_10737,Jun23
PamPangea,Bali,Nueva York,16589,Airbus A380,True,219383.55296,1305,1050273.12,Pam_BaNu_11380,Jun23
TabarAir,Londres,Nueva York,5566,Boeing 737,False,13795.8876,442,199535.71,Tab_LoNu_10737,Jun23
PamPangea,Ginebra,Bali,12383,Airbus A380,False,150304.854,845,763079.02,Pam_GiBa_11380,Jun23
PamPangea,Ginebra,París,411,Airbus A320,False,1083.1905,49,16677.91,Pam_GiPa_11320,Jun23
FlyQ,Bali,Cincinnati,15011,Boeing 747,True,181395.565936,1200,885987.34,Fly_BaCi_10747,Jun23
Airnar,París,Bali,11980,Boeing 737,True,30881.37312,1029,416543.87,Air_PaBa_10737,Jun23
TabarAir,Los Angeles,Londres,8785,Airbus A320,True,24078.9822,756,342945.62,Tab_LoLo_11320,Jun23
FlyQ,Nueva York,Roma,6877,Boeing 747,False,78440.43740000001,478,401668.33,Fly_NuRo_10747,Jun23
Airnar,Cádiz,Cincinnati,6624,Airbus A380,False,83465.04960000001,461,434812.46,Air_CaCi_11380,Jun23
MoldaviAir,París,Londres,344,Boeing 737,False,835.9200000000001,46,11797.85,Mol_PaLo_10737,Jun23
MoldaviAir,París,Cincinnati,6370,Airbus A380,False,75846.316,444,385400.29,Mol_PaCi_11380,Jun23
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,207242.1312,1326,1032243.04,Mol_MeLo_11380,Jun23
Airnar,París,Bali,11980,Airbus A380,False,142643.464,818,785364.21,Air_PaBa_11380,Jun23
PamPangea,Melbourne,París,16925,Airbus A380,True,207548.7024,1328,1072187.52,Pam_MePa_11380,Jun23
FlyQ,Barcelona,Ginebra,660,Boeing 737,False,1716.066,70,23498.34,Fly_BaGi_10737,Jun23
MoldaviAir,Melbourne,Cincinnati,15262,Airbus A380,True,199999.596992,1217,995147.5,Mol_MeCi_11380,Jun23
TabarAir,Los Angeles,Cincinnati,3073,Boeing 737,False,7840.759500000001,253,105983.31,Tab_LoCi_10737,Jun23
FlyQ,Nueva York,Barcelona,6170,Boeing 747,False,66429.92199999999,431,354706.71,Fly_NuBa_10747,Jun23
Airnar,Cincinnati,Bali,15011,Boeing 737,True,40211.94715200001,1340,513682.12,Air_CiBa_10737,Jun23
PamPangea,Melbourne,Ginebra,16674,Boeing 737,True,46352.38608000001,1466,613110.95,Pam_MeGi_10737,Jun23
MoldaviAir,Londres,Bali,12553,Boeing 747,False,133814.98,856,757512.26,Mol_LoBa_10747,Jun23
MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,7225.677900000001,231,94803.85,Mol_MeBa_10737,Jun23
PamPangea,Londres,Bali,12553,Boeing 747,False,144520.1784,856,726550.34,Pam_LoBa_10747,Jun23
MoldaviAir,París,Bali,11980,Airbus A380,False,142643.464,818,757572.87,Mol_PaBa_11380,Jun23
TabarAir,Roma,Los Angeles,10077,Boeing 737,False,25221.7233,785,356227.06,Tab_RoLo_10737,Jun23
TabarAir,Nueva York,Ginebra,6206,Airbus A320,True,17172.150944,569,248148.27,Tab_NuGi_11320,Jun23
PamPangea,Londres,París,344,Airbus A380,False,4175.472000000001,42,21260.35,Pam_LoPa_11380,Jun23
TabarAir,Los Angeles,Londres,8785,Boeing 747,False,97394.024,605,503704.95,Tab_LoLo_10747,Jun23
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,75032.4354,484,401889.28,Air_GiCi_10747,Jun23
FlyQ,Bali,Barcelona,13058,Boeing 737,True,33330.17937600001,1191,482423.72,Fly_BaBa_10737,Jun23
MoldaviAir,París,Cádiz,1447,Airbus A320,False,3922.5276,124,55927.44,Mol_PaCa_11320,Jun23
TabarAir,Los Angeles,Nueva York,3944,Airbus A380,False,47872.272,282,256276.85,Tab_LoNu_11380,Jun23
TabarAir,Cincinnati,Nueva York,911,Boeing 747,False,10488.1608,80,51932.3,Tab_CiNu_10747,Jun23
PamPangea,Melbourne,París,16925,Boeing 747,True,193266.4396,1328,971620.0,Pam_MePa_10747,Jun23
FlyQ,Barcelona,Ginebra,660,Airbus A380,False,7705.896000000001,64,42948.54,Fly_BaGi_11380,Jun23
PamPangea,París,Nueva York,5835,Airbus A320,True,15231.684,542,226927.89,Pam_PaNu_11320,Jun23
MoldaviAir,Londres,Bali,12553,Boeing 747,False,140505.729,856,738924.08,Mol_LoBa_10747,Jun23
Airnar,Bali,París,11980,Boeing 747,False,128983.868,818,675327.71,Air_BaPa_10747,Jun23
FlyQ,Ginebra,Nueva York,6206,Boeing 747,False,70786.87720000002,433,363919.97,Fly_GiNu_10747,Jun23
Airnar,Bali,París,11980,Airbus A380,False,146798.128,818,762336.17,Air_BaPa_11380,Jun23
PamPangea,París,Melbourne,16925,Boeing 737,True,43200.5886,1485,613840.97,Pam_PaMe_10737,Jun23
FlyQ,Roma,Barcelona,859,Boeing 747,False,10072.634,77,50999.3,Fly_RoBa_10747,Jun23
FlyQ,Ginebra,Cincinnati,6969,Airbus A320,True,18555.715152,624,276556.71,Fly_GiCi_11320,Jun23
MoldaviAir,Bali,Londres,12553,Boeing 747,False,141843.8788,856,733397.67,Mol_BaLo_10747,Jun23
FlyQ,Bali,Nueva York,16589,Airbus A380,True,217389.157024,1305,1081702.91,Fly_BaNu_11380,Jun23
TabarAir,Nueva York,Roma,6877,Boeing 747,False,77707.34920000001,478,397650.16,Tab_NuRo_10747,Jun23
FlyQ,Cincinnati,Ginebra,6969,Boeing 737,False,17781.4035,549,245371.37,Fly_CiGi_10737,Jun23
MoldaviAir,Cádiz,París,1447,Boeing 747,False,15887.7706,116,82497.91,Mol_CaPa_10747,Jun23
MoldaviAir,Londres,Cádiz,1716,Boeing 747,False,19755.9648,134,101035.39,Mol_LoCa_10747,Jun23
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,39341.52892800001,1359,542693.62,Mol_MeCi_10737,Jun23
MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,199999.596992,1217,964427.33,Mol_CiMe_11380,Jun23
MoldaviAir,París,Melbourne,16925,Boeing 737,True,47050.146,1485,612700.37,Mol_PaMe_10737,Jun23
MoldaviAir,Bali,París,11980,Airbus A380,False,152337.68,818,723514.93,Mol_BaPa_11380,Jun23
PamPangea,Londres,Nueva York,5566,Airbus A320,True,15546.550448,523,216595.8,Pam_LoNu_11320,Jun23
TabarAir,Londres,Ginebra,739,Boeing 737,False,1831.6854,76,25093.12,Tab_LoGi_10737,Jun23
TabarAir,Roma,Cincinnati,7480,Boeing 737,False,18539.928,588,257732.26,Tab_RoCi_10737,Jun23
FlyQ,Nueva York,Cincinnati,911,Boeing 747,False,10682.386,80,52605.74,Fly_NuCi_10747,Jun23
FlyQ,Nueva York,Barcelona,6170,Boeing 747,False,69718.532,431,349001.96,Fly_NuBa_10747,Jun23
Airnar,París,Bali,11980,Airbus A380,False,145413.24,818,741819.68,Air_PaBa_11380,Jun23
Airnar,Ginebra,París,411,Airbus A380,False,4893.6948,47,25368.7,Air_GiPa_11380,Jun23
MoldaviAir,Bali,Cádiz,12798,Airbus A380,False,162739.368,873,819723.91,Mol_BaCa_11380,Jun23
MoldaviAir,París,Cádiz,1447,Boeing 737,False,3516.21,129,49843.91,Mol_PaCa_10737,Jun23
TabarAir,Londres,Ginebra,739,Airbus A380,False,8799.1252,69,48556.99,Tab_LoGi_11380,Jun23
PamPangea,Londres,París,344,Airbus A320,False,949.784,44,13213.02,Pam_LoPa_11320,Jun23
MoldaviAir,Londres,París,344,Airbus A380,False,4255.004800000001,42,20832.3,Mol_LoPa_11380,Jun23
TabarAir,Cincinnati,Nueva York,911,Boeing 737,False,2412.9657,89,30924.07,Tab_CiNu_10737,Jun23
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,45509.615424,1466,575988.19,Pam_GiMe_10737,Jun23
FlyQ,Bali,Barcelona,13058,Airbus A380,True,169547.579136,1070,854178.28,Fly_BaBa_11380,Jun23
TabarAir,Roma,Los Angeles,10077,Boeing 737,False,25221.7233,785,343046.25,Tab_RoLo_10737,Jun23
Airnar,París,Ginebra,411,Boeing 737,False,1068.6411,51,14740.42,Air_PaGi_10737,Jun23
MoldaviAir,Bali,Londres,12553,Airbus A380,False,148014.9336,856,790929.11,Mol_BaLo_11380,Jun23
Airnar,París,Bali,11980,Boeing 747,False,134092.14,818,737031.1,Air_PaBa_10747,Jun23
PamPangea,Bali,Londres,12553,Boeing 737,True,32992.899264,1153,465385.53,Pam_BaLo_10737,Jun23
PamPangea,París,Ginebra,411,Airbus A320,False,1072.8744,49,15648.47,Pam_PaGi_11320,Jun23
Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,36033.998,224,188945.73,Air_CiLo_10747,Jun23
PamPangea,Melbourne,Londres,16900,Airbus A380,True,223496.416,1326,1017951.49,Pam_MeLo_11380,Jun23
Airnar,París,Cincinnati,6370,Boeing 737,False,16407.846,503,222331.92,Air_PaCi_10737,Jun23
FlyQ,Cincinnati,Ginebra,6969,Airbus A320,True,20011.06536,624,262518.49,Fly_CiGi_11320,Jun23
TabarAir,Los Angeles,Roma,10077,Boeing 747,False,111717.6528,691,618715.2,Tab_LoRo_10747,Jun23
PamPangea,Bali,Ginebra,12383,Boeing 747,False,143883.0302,845,758369.4,Pam_BaGi_10747,Jun23
PamPangea,Ginebra,Londres,739,Airbus A380,False,8713.6968,69,44828.69,Pam_GiLo_11380,Jun23
FlyQ,Barcelona,Nueva York,6170,Airbus A320,True,17555.72312,567,238651.17,Fly_BaNu_11320,Jun23
TabarAir,Nueva York,Ginebra,6206,Airbus A380,False,75328.428,433,407857.12,Tab_NuGi_11380,Jun23
MoldaviAir,Bali,París,11980,Boeing 737,True,32092.40736,1029,435053.61,Mol_BaPa_10737,Jun23
PamPangea,Melbourne,París,16925,Boeing 737,True,43628.3172,1485,618509.1,Pam_MePa_10737,Jun23
MoldaviAir,Bali,Melbourne,2779,Boeing 737,False,6955.5591,231,102528.48,Mol_BaMe_10737,Jun23
TabarAir,Nueva York,Los Angeles,3944,Boeing 737,False,9583.92,319,134820.81,Tab_NuLo_10737,Jun23
TabarAir,Los Angeles,Cincinnati,3073,Boeing 747,False,33740.9254,224,175216.36,Tab_LoCi_10747,Jun23
TabarAir,Nueva York,Los Angeles,3944,Boeing 747,False,45826.91360000001,282,238330.51,Tab_NuLo_10747,Jun23
PamPangea,Melbourne,París,16925,Airbus A380,True,213653.076,1328,1046220.3,Pam_MePa_11380,Jun23
TabarAir,Londres,Ginebra,739,Boeing 737,False,1849.6431,76,26984.24,Tab_LoGi_10737,Jun23
TabarAir,Nueva York,Ginebra,6206,Boeing 747,False,68140.63880000002,433,366391.12,Tab_NuGi_10747,Jun23
Airnar,Bali,Cincinnati,15011,Airbus A380,True,185882.293792,1200,918577.24,Air_BaCi_11380,Jun23
Airnar,Cádiz,Ginebra,1725,Boeing 747,False,18940.155,135,103310.35,Air_CaGi_10747,Jun23
PamPangea,París,Ginebra,411,Airbus A320,False,1103.8227,49,16787.59,Pam_PaGi_11320,Jun23
TabarAir,Nueva York,Roma,6877,Airbus A320,True,19208.341256,618,258021.57,Tab_NuRo_11320,Jun23
PamPangea,Londres,Nueva York,5566,Boeing 747,False,62300.238,391,330203.46,Pam_LoNu_10747,Jun23
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,78746.91240000002,484,424628.93,Air_GiCi_10747,Jun23
MoldaviAir,París,Cádiz,1447,Airbus A320,False,3704.6094,124,58075.8,Mol_PaCa_11320,Jun23
PamPangea,Bali,Melbourne,2779,Boeing 747,False,32290.3126,205,167552.07,Pam_BaMe_10747,Jun23
FlyQ,Cincinnati,Nueva York,911,Airbus A380,False,11268.3412,80,56324.42,Fly_CiNu_11380,Jun23
TabarAir,Londres,Nueva York,5566,Boeing 737,False,14742.6642,442,195749.75,Tab_LoNu_10737,Jun23
PamPangea,Bali,Nueva York,16589,Boeing 737,True,45277.61846400001,1459,580479.81,Pam_BaNu_10737,Jun23
MoldaviAir,París,Melbourne,16925,Boeing 747,True,191390.0664,1328,995575.42,Mol_PaMe_10747,Jun23
MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,166417.9504,1200,904931.86,Mol_BaCi_10747,Jun23
FlyQ,Cincinnati,Nueva York,911,Boeing 737,False,2302.2792,89,31792.26,Fly_CiNu_10737,Jun23
Airnar,Ginebra,Bali,12383,Airbus A380,False,150304.854,845,769901.76,Air_GiBa_11380,Jun23
PamPangea,Ginebra,Nueva York,6206,Airbus A320,True,16200.1424,569,236907.12,Pam_GiNu_11320,Jun23
MoldaviAir,Londres,Melbourne,16900,Boeing 737,True,44845.164,1483,581082.18,Mol_LoMe_10737,Jun23
MoldaviAir,Bali,Cádiz,12798,Boeing 737,True,34930.55404800001,1171,439024.17,Mol_BaCa_10737,Jun23
Airnar,París,Los Angeles,9099,Boeing 737,False,23658.3099,711,321445.39,Air_PaLo_10737,Jun23
TabarAir,Ginebra,Roma,698,Boeing 737,False,1865.754,73,24289.53,Tab_GiRo_10737,Jun23
FlyQ,Bali,Roma,12738,Airbus A380,False,157558.8696,869,807397.8,Fly_BaRo_11380,Jun23
PamPangea,Ginebra,Londres,739,Airbus A320,False,1966.1834,73,28134.93,Pam_GiLo_11320,Jun23
Airnar,Bali,Ginebra,12383,Airbus A380,False,151736.3288,845,757132.05,Air_BaGi_11380,Jun23
PamPangea,París,Ginebra,411,Boeing 747,False,4600.323,47,24178.48,Pam_PaGi_10747,Jun23
PamPangea,Londres,París,344,Boeing 737,False,886.0752000000001,46,12501.22,Pam_LoPa_10737,Jun23
MoldaviAir,Melbourne,Cincinnati,15262,Airbus A380,True,198164.738304,1217,997458.26,Mol_MeCi_11380,Jun23
MoldaviAir,Londres,Bali,12553,Airbus A380,False,149466.0604,856,794055.41,Mol_LoBa_11380,Jun23
FlyQ,Bali,Roma,12738,Boeing 747,True,155340.41952,1049,782115.96,Fly_BaRo_10747,Jun23
TabarAir,Ginebra,Los Angeles,9103,Boeing 747,False,106741.778,626,544391.46,Tab_GiLo_10747,Jun23
PamPangea,Ginebra,Bali,12383,Boeing 737,True,32233.147128,1140,440808.94,Pam_GiBa_10737,Jun23
MoldaviAir,Melbourne,Bali,2779,Boeing 737,False,6955.5591,231,97344.08,Mol_MeBa_10737,Jun23
PamPangea,Bali,Londres,12553,Airbus A380,False,145112.68,856,824621.7,Pam_BaLo_11380,Jun23
PamPangea,Ginebra,Nueva York,6206,Airbus A380,False,76763.2552,433,374077.69,Pam_GiNu_11380,Jun23
FlyQ,Roma,Nueva York,6877,Airbus A380,False,85062.98840000002,478,421642.91,Fly_RoNu_11380,Jun23
PamPangea,Nueva York,Bali,16589,Boeing 747,True,187590.535392,1305,993089.99,Pam_NuBa_10747,Jun23
MoldaviAir,Cádiz,Londres,1716,Boeing 737,False,4461.7716,150,63380.98,Mol_CaLo_10737,Jun23
PamPangea,París,Ginebra,411,Boeing 737,False,1008.7173,51,14657.94,Pam_PaGi_10737,Jun23
TabarAir,Los Angeles,Ginebra,9103,Airbus A320,True,25425.844184,779,362154.49,Tab_LoGi_11320,Jun23
PamPangea,Bali,Melbourne,2779,Boeing 747,False,31697.8298,205,163124.53,Pam_BaMe_10747,Jun23
FlyQ,Bali,Roma,12738,Boeing 747,True,141218.5632,1049,733122.1,Fly_BaRo_10747,Jun23
PamPangea,Melbourne,Bali,2779,Airbus A320,False,7603.066099999999,221,114036.66,Pam_MeBa_11320,Jun23
TabarAir,Ginebra,Roma,698,Boeing 737,False,1713.1014,73,24801.97,Tab_GiRo_10737,Jun23
FlyQ,Roma,Bali,12738,Boeing 747,True,155340.41952,1049,728066.65,Fly_RoBa_10747,Jun23
MoldaviAir,Cincinnati,París,6370,Boeing 737,False,16872.219,503,227663.54,Mol_CiPa_10737,Jun23
FlyQ,Nueva York,Bali,16589,Airbus A380,True,211405.969216,1305,1046875.94,Fly_NuBa_11380,Jun23
MoldaviAir,París,Bali,11980,Boeing 737,True,32395.16592000001,1029,441472.98,Mol_PaBa_10737,Jun23
MoldaviAir,Bali,París,11980,Boeing 747,False,140477.48,818,702433.33,Mol_BaPa_10747,Jun23
MoldaviAir,París,Cincinnati,6370,Boeing 737,False,15479.1,503,223799.21,Mol_PaCi_10737,Jun23
FlyQ,Bali,Roma,12738,Airbus A380,False,161976.408,869,811598.09,Fly_BaRo_11380,Jun23
FlyQ,Ginebra,Cincinnati,6969,Airbus A380,False,86200.9548,484,439967.56,Fly_GiCi_11380,Jun23
MoldaviAir,Melbourne,Bali,2779,Airbus A380,False,34374.0068,205,175151.82,Mol_MeBa_11380,Jun23
MoldaviAir,París,Bali,11980,Airbus A380,False,138488.8,818,764295.83,Mol_PaBa_11380,Jun23
PamPangea,Melbourne,Londres,16900,Boeing 747,True,204222.5744,1326,1025609.29,Pam_MeLo_10747,Jun23
PamPangea,Nueva York,Melbourne,16082,Boeing 747,True,180074.399648,1272,987676.56,Pam_NuMe_10747,Jun23
Airnar,Los Angeles,Cincinnati,3073,Airbus A380,False,35879.1188,224,202491.15,Air_LoCi_11380,Jun23
MoldaviAir,Cincinnati,Cádiz,6624,Boeing 747,False,76260.7872,461,390751.03,Mol_CiCa_10747,Jun23
MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,True,224270.000656,1535,1177763.54,Mol_MeCa_10747,Jun23
MoldaviAir,Bali,Melbourne,2779,Boeing 737,False,7090.6185,231,95208.39,Mol_BaMe_10737,Jun23
TabarAir,Roma,Nueva York,6877,Airbus A380,False,86652.95080000002,478,429135.08,Tab_RoNu_11380,Jun23
Airnar,Ginebra,París,411,Airbus A320,False,1134.771,49,16529.51,Air_GiPa_11320,Jun23
FlyQ,Nueva York,Roma,6877,Boeing 737,False,18215.1099,542,252141.37,Fly_NuRo_10737,Jun23
FlyQ,Nueva York,Roma,6877,Boeing 737,False,17713.7766,542,236124.88,Fly_NuRo_10737,Jun23
PamPangea,Bali,París,11980,Airbus A380,False,150952.792,818,762567.25,Pam_BaPa_11380,Jun23
Airnar,Cincinnati,Ginebra,6969,Airbus A380,False,81367.2564,484,449166.14,Air_CiGi_11380,Jun23
TabarAir,Ginebra,Londres,739,Boeing 747,False,8665.514000000001,69,42058.86,Tab_GiLo_10747,Jun23
FlyQ,Nueva York,Cincinnati,911,Boeing 737,False,2390.8284,89,31762.47,Fly_NuCi_10737,Jun23
FlyQ,Roma,Nueva York,6877,Boeing 747,False,77707.34920000001,478,422741.62,Fly_RoNu_10747,Jun23
TabarAir,Ginebra,Roma,698,Boeing 747,False,7440.68,66,42661.72,Tab_GiRo_10747,Jun23
TabarAir,Los Angeles,Londres,8785,Airbus A380,False,101554.6,605,539077.98,Tab_LoLo_11380,Jun23
MoldaviAir,Cincinnati,Melbourne,15262,Boeing 737,True,39341.52892800001,1359,529844.84,Mol_CiMe_10737,Jun23
MoldaviAir,Bali,Cincinnati,15011,Boeing 747,True,179731.386432,1200,921473.82,Mol_BaCi_10747,Jun23
TabarAir,Londres,Ginebra,739,Boeing 747,False,7956.5174,69,44826.4,Tab_LoGi_10747,Jun23
PamPangea,Ginebra,París,411,Airbus A320,False,1083.1905,49,15671.59,Pam_GiPa_11320,Jun23
PamPangea,Nueva York,Ginebra,6206,Airbus A380,False,74611.0144,433,393397.79,Pam_NuGi_11380,Jun23
MoldaviAir,Cincinnati,París,6370,Airbus A380,False,78055.432,444,400632.1,Mol_CiPa_11380,Jun23
FlyQ,Nueva York,Roma,6877,Boeing 737,False,17212.4433,542,252025.54,Fly_NuRo_10737,Jun23
FlyQ,Ginebra,Nueva York,6206,Boeing 747,False,66155.96,433,355699.15,Fly_GiNu_10747,Jun23
PamPangea,Londres,Nueva York,5566,Airbus A380,False,68203.53760000001,391,362750.2,Pam_LoNu_11380,Jun23
MoldaviAir,Londres,Melbourne,16900,Boeing 747,True,198601.7696,1326,961496.77,Mol_LoMe_10747,Jun23
Airnar,Cincinnati,Ginebra,6969,Boeing 747,False,77261.12160000001,484,408064.43,Air_CiGi_10747,Jun23
Airnar,Bali,Los Angeles,12845,Airbus A380,False,149973.082,876,818955.91,Air_BaLo_11380,Jun23
PamPangea,Bali,Londres,12553,Boeing 737,True,34579.09634400001,1153,451114.1,Pam_BaLo_10737,Jun23
MoldaviAir,Cádiz,Melbourne,20029,Boeing 747,True,226490.495712,1535,1183268.73,Mol_CaMe_10747,Jun23
Airnar,Los Angeles,Cincinnati,3073,Boeing 747,False,32758.18,224,177209.86,Air_LoCi_10747,Jun23
PamPangea,Ginebra,Londres,739,Boeing 737,False,1903.5162,76,26989.43,Pam_GiLo_10737,Jun23
FlyQ,Roma,Bali,12738,Airbus A380,False,148723.7928,869,826490.02,Fly_RoBa_11380,Jun23
Airnar,Los Angeles,Cincinnati,3073,Boeing 747,False,35051.2526,224,186827.04,Air_LoCi_10747,Jun23
FlyQ,Cincinnati,Roma,7480,Boeing 747,False,79736.8,518,442706.58,Fly_CiRo_10747,Jun23
MoldaviAir,Cádiz,Melbourne,20029,Boeing 747,True,230931.485824,1535,1183151.27,Mol_CaMe_10747,Jun23
TabarAir,Los Angeles,Cincinnati,3073,Airbus A320,False,8330.2884,242,121613.99,Tab_LoCi_11320,Jun23
FlyQ,Nueva York,Bali,16589,Boeing 737,True,45277.61846400001,1459,613968.69,Fly_NuBa_10737,Jun23
MoldaviAir,Cádiz,París,1447,Boeing 747,False,15733.5204,116,87690.55,Mol_CaPa_10747,Jun23
MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,False,16096.32,523,232776.21,Mol_CaCi_10737,Jun23
TabarAir,Ginebra,Nueva York,6206,Airbus A320,True,16686.146672,569,242905.3,Tab_GiNu_11320,Jun23
MoldaviAir,Bali,Londres,12553,Boeing 737,True,33627.37809600001,1153,425744.17,Mol_BaLo_10737,Jun23
TabarAir,Ginebra,Londres,739,Boeing 747,False,8665.514000000001,69,44601.26,Tab_GiLo_10747,Jun23
PamPangea,Nueva York,Bali,16589,Boeing 737,True,42762.19521600001,1459,587466.45,Pam_NuBa_10737,Jun23
TabarAir,Ginebra,Los Angeles,9103,Airbus A320,True,23762.4712,779,368559.08,Tab_GiLo_11320,Jun23
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,44666.84476800001,1466,596765.74,Pam_GiMe_10737,Jun23
FlyQ,Ginebra,Nueva York,6206,Airbus A320,True,16848.148096,569,239466.95,Fly_GiNu_11320,Jun23
TabarAir,Nueva York,Roma,6877,Airbus A380,False,81088.08240000001,478,426081.68,Tab_NuRo_11380,Jun23
MoldaviAir,Londres,Cincinnati,6284,Airbus A320,True,18044.12896,575,240659.88,Mol_LoCi_11320,Jun23
