,Year,Major,Gender,Admission
1413,1973,Department of Psychology,F,Rejected
1414,1973,Department of Psychology,F,Rejected
1415,1973,School of Political Science and International Relations,F,Rejected
1416,1973,Other,F,Accepted
1417,1973,Other,F,Accepted
1418,1973,Other,M,Rejected
1419,1973,School of Medicine,F,Rejected
1420,1973,Department of Physics and Astronomy,M,Rejected
1421,1973,Other,F,Accepted
1422,1973,Department of Physics and Astronomy,M,Accepted
1423,1973,Department of Psychology,F,Rejected
1424,1973,Other,M,Accepted
1425,1973,Other,M,Accepted
1426,1973,Other,F,Rejected
1427,1973,Other,M,Rejected
1428,1973,Other,M,Accepted
1429,1973,Other,M,Rejected
1430,1973,Department of Mechanical Engineering,F,Accepted
1431,1973,Other,M,Rejected
1432,1973,Other,M,Accepted
1433,1973,Other,F,Rejected
1434,1973,Other,M,Accepted
1435,1973,Department of Physics and Astronomy,M,Accepted
1436,1973,Department of Economics,F,Rejected
1437,1973,Other,M,Accepted
1438,1973,Other,M,Accepted
1439,1973,Other,F,Accepted
1440,1973,Department of Economics,M,Rejected
1441,1973,Other,F,Rejected
1442,1973,Other,M,Rejected
1443,1973,Other,M,Accepted
1444,1973,Other,M,Accepted
1445,1973,Other,F,Accepted
1446,1973,Department of Mechanical Engineering,M,Rejected
1447,1973,Other,M,Rejected
1448,1973,Other,F,Rejected
1449,1973,Other,M,Rejected
1450,1973,School of Medicine,F,Accepted
1451,1973,Other,M,Accepted
1452,1973,Department of Physics and Astronomy,M,Rejected
1453,1973,Other,M,Accepted
1454,1973,Department of Psychology,F,Rejected
1455,1973,Other,F,Accepted
1456,1973,Other,M,Accepted
1457,1973,Other,M,Rejected
1458,1973,Other,M,Accepted
1459,1973,Other,F,Accepted
1460,1973,Department of Physics and Astronomy,M,Accepted
1461,1973,Department of Psychology,M,Rejected
1462,1973,Other,F,Rejected
1463,1973,Department of Mechanical Engineering,F,Accepted
1464,1973,Other,F,Rejected
1465,1973,School of Medicine,F,Accepted
1466,1973,Other,M,Rejected
1467,1973,Other,F,Accepted
1468,1973,Other,F,Rejected
1469,1973,Other,M,Rejected
1470,1973,Other,M,Rejected
1471,1973,Other,M,Accepted
1472,1973,Other,M,Rejected
1473,1973,Other,M,Accepted
1474,1973,Other,M,Rejected
1475,1973,School of Medicine,F,Rejected
1476,1973,Other,M,Accepted
1477,1973,School of Medicine,M,Rejected
1478,1973,Other,F,Rejected
1479,1973,Other,M,Rejected
1480,1973,Other,F,Accepted
1481,1973,School of Medicine,M,Rejected
1482,1973,School of Medicine,F,Accepted
1483,1973,Other,F,Rejected
1484,1973,Other,M,Accepted
1485,1973,Other,F,Rejected
1486,1973,Other,M,Accepted
1487,1973,Other,M,Accepted
1488,1973,Other,M,Rejected
1489,1973,Department of Economics,M,Rejected
1490,1973,Other,M,Rejected
1491,1973,Other,M,Rejected
1492,1973,Other,F,Accepted
1493,1973,Department of Physics and Astronomy,M,Accepted
1494,1973,Department of Mechanical Engineering,M,Rejected
1495,1973,Other,M,Rejected
1496,1973,Other,M,Accepted
1497,1973,Other,M,Rejected
1498,1973,Other,M,Accepted
1499,1973,Other,F,Rejected
1500,1973,Other,F,Accepted
1501,1973,Other,M,Accepted
1502,1973,School of Political Science and International Relations,F,Rejected
1503,1973,Other,F,Accepted
1504,1973,School of Political Science and International Relations,F,Rejected
1505,1973,Other,M,Rejected
1506,1973,School of Political Science and International Relations,M,Rejected
1507,1973,Other,F,Rejected
1508,1973,School of Medicine,F,Accepted
1509,1973,Other,M,Accepted
1510,1973,Other,M,Rejected
1511,1973,School of Medicine,F,Rejected
1512,1973,Department of Physics and Astronomy,M,Accepted
1513,1973,Other,F,Rejected
1514,1973,School of Medicine,M,Rejected
1515,1973,Department of Psychology,M,Rejected
1516,1973,Other,M,Accepted
1517,1973,Other,M,Rejected
1518,1973,Other,M,Rejected
1519,1973,Department of Psychology,M,Rejected
1520,1973,Other,F,Rejected
1521,1973,Other,M,Rejected
1522,1973,Other,M,Rejected
1523,1973,Department of Psychology,F,Rejected
1524,1973,Department of Mechanical Engineering,M,Rejected
1525,1973,School of Medicine,F,Rejected
1526,1973,Other,M,Rejected
1527,1973,Department of Mechanical Engineering,F,Accepted
1528,1973,Department of Economics,M,Rejected
1529,1973,Other,F,Rejected
1530,1973,Other,M,Accepted
1531,1973,Other,M,Accepted
1532,1973,Other,M,Accepted
1533,1973,School of Medicine,F,Accepted
1534,1973,Department of Mechanical Engineering,F,Rejected
1535,1973,Other,M,Rejected
1536,1973,Other,M,Rejected
1537,1973,Other,M,Rejected
1538,1973,Other,M,Accepted
1539,1973,Other,F,Rejected
1540,1973,Other,M,Accepted
1541,1973,Department of Economics,M,Accepted
1542,1973,Other,M,Rejected
1543,1973,Department of Physics and Astronomy,M,Accepted
1544,1973,Department of Physics and Astronomy,M,Accepted
1545,1973,Other,F,Rejected
1546,1973,Other,F,Rejected
1547,1973,School of Medicine,F,Rejected
1548,1973,Other,M,Rejected
1549,1973,Department of Mechanical Engineering,F,Accepted
1550,1973,Other,M,Accepted
1551,1973,Other,M,Rejected
1552,1973,Other,F,Accepted
1553,1973,Department of Economics,M,Accepted
1554,1973,School of Medicine,F,Accepted
1555,1973,Other,M,Rejected
1556,1973,Other,F,Rejected
1557,1973,Department of Mechanical Engineering,F,Rejected
1558,1973,School of Political Science and International Relations,M,Rejected
1559,1973,Other,F,Accepted
1560,1973,Other,M,Accepted
1561,1973,School of Medicine,M,Accepted
1562,1973,Other,M,Accepted
1563,1973,Other,F,Accepted
1564,1973,Department of Mechanical Engineering,M,Rejected
1565,1973,Other,M,Accepted
1566,1973,Other,M,Accepted
1567,1973,Other,F,Rejected
1568,1973,Other,M,Accepted
1569,1973,Department of Psychology,M,Accepted
1570,1973,Department of Physics and Astronomy,M,Accepted
1571,1973,Other,M,Accepted
1572,1973,Other,M,Accepted
1573,1973,Department of Physics and Astronomy,M,Accepted
1574,1973,Other,F,Accepted
1575,1973,Department of Economics,M,Accepted
1576,1973,Department of Psychology,M,Rejected
1577,1973,Other,M,Rejected
1578,1973,Department of Psychology,F,Rejected
1579,1973,Other,F,Rejected
1580,1973,Department of Mechanical Engineering,M,Accepted
1581,1973,Other,M,Accepted
1582,1973,Other,F,Rejected
1583,1973,Other,F,Accepted
1584,1973,Department of Physics and Astronomy,M,Accepted
1585,1973,Other,M,Rejected
1586,1973,Department of Physics and Astronomy,M,Accepted
1587,1973,Other,M,Rejected
1588,1973,Department of Economics,M,Rejected
1589,1973,Department of Economics,M,Rejected
1590,1973,Other,M,Rejected
1591,1973,Other,M,Rejected
1592,1973,Other,M,Accepted
1593,1973,Other,F,Rejected
1594,1973,Other,M,Accepted
1595,1973,Other,M,Rejected
1596,1973,Department of Mechanical Engineering,M,Rejected
1597,1973,Other,F,Accepted
1598,1973,Other,M,Accepted
1599,1973,Other,M,Rejected
1600,1973,Other,M,Rejected
1601,1973,Other,M,Rejected
1602,1973,Other,M,Rejected
1603,1973,Other,M,Rejected
1604,1973,School of Political Science and International Relations,M,Rejected
1605,1973,Other,F,Rejected
1606,1973,Other,M,Accepted
1607,1973,School of Medicine,F,Rejected
1608,1973,Other,F,Accepted
1609,1973,Other,M,Rejected
1610,1973,School of Medicine,F,Rejected
1611,1973,Other,M,Rejected
1612,1973,School of Political Science and International Relations,F,Rejected
1613,1973,Department of Mechanical Engineering,F,Accepted
1614,1973,Department of Psychology,M,Rejected
1615,1973,Other,F,Accepted
1616,1973,School of Medicine,F,Accepted
1617,1973,Other,F,Accepted
1618,1973,Other,F,Accepted
1619,1973,Other,F,Accepted
1620,1973,Department of Physics and Astronomy,M,Rejected
1621,1973,Department of Physics and Astronomy,M,Rejected
1622,1973,Other,M,Accepted
1623,1973,Department of Physics and Astronomy,M,Rejected
1624,1973,Other,M,Rejected
1625,1973,Other,F,Accepted
1626,1973,Other,F,Accepted
1627,1973,Other,M,Rejected
1628,1973,Other,M,Accepted
1629,1973,Other,M,Accepted
1630,1973,Other,M,Rejected
1631,1973,Department of Mechanical Engineering,M,Accepted
1632,1973,Department of Physics and Astronomy,M,Accepted
1633,1973,Other,M,Rejected
1634,1973,Other,F,Accepted
1635,1973,Other,M,Rejected
1636,1973,Other,F,Rejected
1637,1973,Other,M,Rejected
1638,1973,Other,M,Rejected
1639,1973,Other,M,Rejected
1640,1973,Other,M,Accepted
1641,1973,Other,M,Rejected
1642,1973,Department of Economics,M,Rejected
1643,1973,Department of Economics,M,Accepted
1644,1973,Other,M,Rejected
1645,1973,School of Medicine,M,Rejected
1646,1973,Department of Mechanical Engineering,M,Rejected
1647,1973,Other,F,Rejected
1648,1973,Other,M,Accepted
1649,1973,Other,M,Rejected
1650,1973,Other,M,Rejected
1651,1973,Other,M,Rejected
1652,1973,Other,F,Rejected
1653,1973,Other,M,Accepted
1654,1973,Other,M,Accepted
1655,1973,Other,M,Rejected
1656,1973,Other,M,Accepted
1657,1973,School of Political Science and International Relations,F,Accepted
1658,1973,Department of Psychology,M,Rejected
1659,1973,School of Medicine,F,Rejected
1660,1973,Department of Mechanical Engineering,F,Rejected
1661,1973,Other,F,Rejected
1662,1973,Other,M,Accepted
1663,1973,Other,M,Accepted
1664,1973,Other,M,Rejected
1665,1973,Department of Mechanical Engineering,M,Accepted
1666,1973,Other,M,Accepted
1667,1973,Other,M,Rejected
1668,1973,Other,F,Accepted
1669,1973,School of Medicine,M,Accepted
1670,1973,Other,F,Accepted
1671,1973,Other,F,Accepted
1672,1973,Department of Physics and Astronomy,F,Accepted
1673,1973,Other,F,Rejected
1674,1973,Department of Psychology,M,Rejected
1675,1973,Other,M,Rejected
1676,1973,School of Medicine,M,Accepted
1677,1973,Department of Physics and Astronomy,M,Rejected
1678,1973,School of Medicine,F,Rejected
1679,1973,Other,M,Rejected
1680,1973,Department of Psychology,M,Rejected
1681,1973,Other,F,Accepted
1682,1973,Other,M,Rejected
1683,1973,Other,F,Rejected
1684,1973,Department of Physics and Astronomy,M,Rejected
1685,1973,School of Political Science and International Relations,F,Rejected
1686,1973,Other,F,Rejected
1687,1973,Other,M,Rejected
1688,1973,School of Medicine,M,Accepted
1689,1973,School of Medicine,F,Rejected
1690,1973,Other,M,Accepted
1691,1973,Department of Mechanical Engineering,F,Rejected
1692,1973,Other,M,Rejected
1693,1973,School of Political Science and International Relations,F,Rejected
1694,1973,School of Medicine,M,Rejected
1695,1973,Other,M,Rejected
1696,1973,Other,M,Rejected
1697,1973,Department of Physics and Astronomy,M,Accepted
1698,1973,Department of Physics and Astronomy,M,Rejected
1699,1973,Other,M,Rejected
1700,1973,Department of Physics and Astronomy,M,Accepted
1701,1973,Department of Physics and Astronomy,M,Rejected
1702,1973,Other,M,Accepted
1703,1973,School of Medicine,M,Rejected
1704,1973,Other,F,Rejected
1705,1973,Other,F,Accepted
1706,1973,Other,F,Accepted
1707,1973,Other,F,Rejected
1708,1973,Other,F,Rejected
1709,1973,School of Political Science and International Relations,F,Accepted
1710,1973,Other,M,Rejected
1711,1973,Other,F,Rejected
1712,1973,Other,F,Rejected
1713,1973,Department of Psychology,M,Rejected
1714,1973,Other,F,Rejected
1715,1973,Department of Mechanical Engineering,M,Accepted
1716,1973,Other,F,Rejected
1717,1973,Other,F,Rejected
1718,1973,School of Medicine,F,Rejected
1719,1973,Other,M,Rejected
1720,1973,Other,M,Rejected
1721,1973,Other,M,Rejected
1722,1973,Department of Economics,M,Rejected
1723,1973,Other,M,Accepted
1724,1973,Other,M,Rejected
1725,1973,School of Medicine,M,Accepted
1726,1973,School of Medicine,M,Rejected
1727,1973,School of Medicine,M,Rejected
1728,1973,Other,F,Accepted
1729,1973,Other,F,Accepted
1730,1973,Other,M,Rejected
1731,1973,Other,M,Accepted
1732,1973,Department of Mechanical Engineering,F,Rejected
1733,1973,Other,M,Rejected
1734,1973,Other,M,Accepted
1735,1973,Other,F,Rejected
1736,1973,School of Medicine,F,Rejected
1737,1973,Other,M,Rejected
1738,1973,School of Medicine,M,Accepted
1739,1973,Department of Mechanical Engineering,F,Accepted
1740,1973,Other,M,Accepted
1741,1973,Department of Physics and Astronomy,M,Accepted
1742,1973,Other,F,Accepted
1743,1973,Other,F,Accepted
1744,1973,Other,F,Accepted
1745,1973,Other,F,Rejected
1746,1973,Other,F,Rejected
1747,1973,School of Medicine,F,Accepted
1748,1973,Other,F,Accepted
1749,1973,Department of Mechanical Engineering,F,Rejected
1750,1973,Department of Physics and Astronomy,M,Accepted
1751,1973,Other,M,Accepted
1752,1973,Other,M,Accepted
1753,1973,Other,F,Rejected
1754,1973,Other,M,Accepted
1755,1973,Other,M,Accepted
1756,1973,Department of Psychology,F,Rejected
1757,1973,Department of Economics,M,Accepted
1758,1973,Department of Psychology,F,Rejected
1759,1973,Other,M,Rejected
1760,1973,Other,M,Rejected
1761,1973,Department of Mechanical Engineering,M,Rejected
1762,1973,School of Medicine,F,Rejected
1763,1973,Department of Psychology,M,Rejected
1764,1973,Other,M,Rejected
1765,1973,Other,M,Accepted
1766,1973,Other,M,Accepted
1767,1973,Other,M,Rejected
1768,1973,School of Political Science and International Relations,F,Rejected
1769,1973,Other,M,Accepted
1770,1973,Other,F,Accepted
1771,1973,Department of Physics and Astronomy,F,Accepted
1772,1973,Other,M,Accepted
1773,1973,Other,M,Rejected
1774,1973,Other,F,Rejected
1775,1973,Other,F,Rejected
1776,1973,Department of Physics and Astronomy,M,Rejected
1777,1973,Other,M,Accepted
1778,1973,Other,M,Rejected
1779,1973,Other,M,Accepted
1780,1973,Other,M,Rejected
1781,1973,Department of Economics,M,Accepted
1782,1973,Other,F,Accepted
1783,1973,School of Medicine,M,Rejected
1784,1973,Other,M,Accepted
1785,1973,Other,F,Accepted
1786,1973,Other,F,Rejected
1787,1973,Other,M,Rejected
1788,1973,Other,M,Accepted
1789,1973,Other,M,Rejected
1790,1973,Other,F,Accepted
1791,1973,Other,F,Rejected
1792,1973,Other,F,Accepted
1793,1973,Other,M,Rejected
1794,1973,Other,F,Rejected
1795,1973,Other,F,Rejected
1796,1973,School of Political Science and International Relations,M,Rejected
1797,1973,Other,F,Rejected
1798,1973,Other,M,Rejected
1799,1973,Department of Physics and Astronomy,M,Accepted
1800,1973,Other,F,Accepted
1801,1973,Other,M,Rejected
1802,1973,Department of Physics and Astronomy,M,Rejected
1803,1973,Department of Physics and Astronomy,F,Accepted
1804,1973,Other,M,Rejected
1805,1973,Other,F,Rejected
1806,1973,School of Medicine,F,Rejected
1807,1973,School of Political Science and International Relations,M,Rejected
1808,1973,Other,M,Accepted
1809,1973,Other,F,Accepted
1810,1973,Department of Physics and Astronomy,M,Accepted
1811,1973,Other,M,Rejected
1812,1973,Other,F,Rejected
1813,1973,Other,M,Accepted
1814,1973,Other,F,Rejected
1815,1973,Other,M,Rejected
1816,1973,Other,M,Accepted
1817,1973,Other,M,Rejected
1818,1973,Other,M,Rejected
1819,1973,Other,F,Rejected
1820,1973,Department of Physics and Astronomy,M,Accepted
1821,1973,Other,F,Rejected
1822,1973,Other,M,Rejected
1823,1973,Other,M,Rejected
1824,1973,Other,F,Rejected
1825,1973,Department of Economics,M,Accepted
1826,1973,Other,M,Rejected
1827,1973,Department of Mechanical Engineering,F,Accepted
1828,1973,Department of Mechanical Engineering,M,Rejected
1829,1973,Other,M,Rejected
1830,1973,Other,M,Rejected
1831,1973,Other,M,Rejected
1832,1973,Department of Mechanical Engineering,M,Rejected
1833,1973,Other,F,Rejected
1834,1973,School of Medicine,F,Accepted
1835,1973,Other,M,Accepted
1836,1973,School of Political Science and International Relations,M,Rejected
1837,1973,Other,M,Accepted
1838,1973,Department of Economics,M,Accepted
1839,1973,Other,F,Rejected
1840,1973,Department of Mechanical Engineering,M,Rejected
1841,1973,Other,M,Rejected
1842,1973,Other,F,Rejected
1843,1973,School of Medicine,F,Rejected
1844,1973,Other,M,Accepted
1845,1973,Other,M,Rejected
1846,1973,Department of Mechanical Engineering,F,Rejected
1847,1973,School of Political Science and International Relations,M,Rejected
1848,1973,Other,M,Accepted
1849,1973,Other,M,Rejected
1850,1973,Other,F,Accepted
1851,1973,Department of Economics,M,Rejected
1852,1973,Department of Economics,M,Rejected
1853,1973,School of Medicine,F,Rejected
1854,1973,Other,M,Rejected
1855,1973,Other,M,Rejected
1856,1973,Other,F,Accepted
1857,1973,School of Political Science and International Relations,M,Rejected
1858,1973,Other,M,Rejected
1859,1973,Other,M,Rejected
1860,1973,School of Political Science and International Relations,F,Rejected
1861,1973,Department of Physics and Astronomy,M,Accepted
1862,1973,Other,F,Accepted
1863,1973,Other,M,Rejected
1864,1973,Other,M,Rejected
1865,1973,Department of Psychology,M,Rejected
1866,1973,School of Medicine,F,Accepted
1867,1973,Department of Economics,M,Rejected
1868,1973,Other,M,Rejected
1869,1973,Department of Physics and Astronomy,M,Rejected
1870,1973,School of Medicine,F,Rejected
1871,1973,Other,M,Rejected
1872,1973,Other,M,Accepted
1873,1973,Other,M,Accepted
1874,1973,Other,M,Accepted
1875,1973,Other,F,Rejected
1876,1973,Other,M,Accepted
1877,1973,Other,M,Accepted
1878,1973,Other,M,Rejected
1879,1973,Department of Economics,M,Rejected
1880,1973,Other,F,Accepted
1881,1973,Other,M,Accepted
1882,1973,Other,F,Rejected
1883,1973,Department of Physics and Astronomy,M,Accepted
1884,1973,School of Political Science and International Relations,M,Rejected
1885,1973,Other,M,Rejected
1886,1973,Other,F,Accepted
1887,1973,Department of Physics and Astronomy,M,Accepted
1888,1973,Other,M,Accepted
1889,1973,Other,M,Accepted
1890,1973,Other,F,Rejected
1891,1973,Other,M,Rejected
1892,1973,Other,M,Rejected
1893,1973,School of Medicine,F,Rejected
1894,1973,Department of Physics and Astronomy,M,Accepted
1895,1973,Other,F,Rejected
1896,1973,Department of Psychology,F,Rejected
1897,1973,Department of Physics and Astronomy,M,Accepted
1898,1973,Department of Economics,M,Accepted
1899,1973,Department of Physics and Astronomy,M,Accepted
1900,1973,Other,M,Accepted
1901,1973,Other,M,Accepted
1902,1973,Department of Psychology,M,Rejected
1903,1973,School of Political Science and International Relations,F,Rejected
1904,1973,Other,M,Rejected
1905,1973,Other,M,Accepted
1906,1973,School of Medicine,M,Accepted
1907,1973,Other,F,Accepted
1908,1973,Other,M,Rejected
1909,1973,Other,F,Accepted
1910,1973,Other,M,Rejected
1911,1973,Other,F,Rejected
1912,1973,Other,F,Rejected
1913,1973,Department of Physics and Astronomy,M,Rejected
1914,1973,Other,M,Rejected
1915,1973,Other,M,Rejected
1916,1973,Department of Mechanical Engineering,M,Rejected
1917,1973,Department of Psychology,F,Rejected
1918,1973,Department of Psychology,M,Rejected
1919,1973,Other,F,Accepted
1920,1973,Other,M,Accepted
1921,1973,Other,M,Accepted
1922,1973,Other,M,Rejected
1923,1973,Department of Economics,M,Accepted
1924,1973,Other,M,Rejected
1925,1973,Other,M,Rejected
1926,1973,Other,M,Rejected
1927,1973,School of Political Science and International Relations,F,Rejected
1928,1973,Other,M,Rejected
1929,1973,School of Medicine,M,Rejected
1930,1973,Other,F,Rejected
1931,1973,Other,M,Rejected
1932,1973,Other,M,Rejected
1933,1973,Department of Physics and Astronomy,M,Accepted
1934,1973,Department of Physics and Astronomy,M,Accepted
1935,1973,Other,F,Rejected
1936,1973,Other,M,Accepted
1937,1973,Department of Mechanical Engineering,M,Rejected
1938,1973,Other,M,Rejected
1939,1973,Other,M,Rejected
1940,1973,Other,M,Rejected
1941,1973,Other,M,Rejected
1942,1973,Department of Psychology,F,Rejected
1943,1973,Other,M,Accepted
1944,1973,Department of Psychology,M,Rejected
1945,1973,Other,M,Rejected
1946,1973,Other,M,Rejected
1947,1973,Department of Physics and Astronomy,F,Rejected
1948,1973,Other,F,Rejected
1949,1973,Other,F,Rejected
1950,1973,Other,M,Rejected
1951,1973,Other,M,Accepted
1952,1973,Other,M,Accepted
1953,1973,Other,M,Accepted
1954,1973,Other,M,Rejected
1955,1973,Other,F,Rejected
1956,1973,School of Political Science and International Relations,F,Accepted
1957,1973,Other,M,Accepted
1958,1973,Other,M,Rejected
1959,1973,Department of Physics and Astronomy,M,Rejected
1960,1973,School of Medicine,M,Rejected
1961,1973,Other,F,Accepted
1962,1973,Other,M,Rejected
1963,1973,Department of Mechanical Engineering,F,Rejected
1964,1973,School of Medicine,F,Rejected
1965,1973,Department of Mechanical Engineering,F,Accepted
1966,1973,Department of Economics,M,Rejected
1967,1973,Other,M,Rejected
1968,1973,Other,M,Accepted
1969,1973,Other,M,Rejected
1970,1973,Other,M,Rejected
1971,1973,Other,M,Rejected
1972,1973,Other,M,Rejected
1973,1973,Other,M,Accepted
1974,1973,Other,M,Accepted
1975,1973,Department of Psychology,F,Rejected
1976,1973,Other,M,Rejected
1977,1973,Department of Physics and Astronomy,M,Rejected
1978,1973,Department of Psychology,M,Rejected
1979,1973,Department of Psychology,M,Rejected
1980,1973,Other,M,Rejected
1981,1973,School of Medicine,M,Rejected
1982,1973,School of Medicine,F,Rejected
1983,1973,Other,M,Rejected
1984,1973,Other,F,Accepted
1985,1973,Other,M,Accepted
1986,1973,Other,M,Rejected
1987,1973,Other,M,Rejected
1988,1973,Department of Psychology,F,Rejected
1989,1973,Other,M,Rejected
1990,1973,Other,M,Rejected
1991,1973,Other,F,Accepted
1992,1973,School of Medicine,F,Rejected
1993,1973,Department of Psychology,M,Rejected
1994,1973,Other,M,Rejected
1995,1973,Department of Physics and Astronomy,M,Accepted
1996,1973,School of Medicine,M,Accepted
1997,1973,Other,F,Accepted
1998,1973,Other,M,Rejected
1999,1973,Other,F,Rejected
2000,1973,Department of Psychology,F,Accepted
2001,1973,Other,M,Rejected
2002,1973,Other,F,Accepted
2003,1973,Department of Physics and Astronomy,M,Accepted
2004,1973,Department of Psychology,F,Rejected
2005,1973,Other,F,Rejected
2006,1973,Other,F,Rejected
2007,1973,Other,M,Accepted
2008,1973,Other,M,Rejected
2009,1973,Other,F,Accepted
2010,1973,Other,M,Rejected
2011,1973,Other,M,Accepted
2012,1973,Department of Mechanical Engineering,F,Accepted
2013,1973,School of Medicine,M,Rejected
2014,1973,Other,M,Rejected
2015,1973,Other,M,Accepted
2016,1973,Department of Economics,M,Rejected
2017,1973,Other,M,Accepted
2018,1973,Other,F,Rejected
2019,1973,Other,M,Rejected
2020,1973,Department of Physics and Astronomy,M,Rejected
2021,1973,Department of Physics and Astronomy,M,Accepted
2022,1973,Other,M,Rejected
2023,1973,Department of Psychology,M,Rejected
2024,1973,Department of Psychology,F,Rejected
2025,1973,Other,M,Rejected
2026,1973,School of Political Science and International Relations,F,Rejected
2027,1973,School of Medicine,M,Rejected
2028,1973,Other,M,Rejected
2029,1973,School of Medicine,F,Rejected
2030,1973,Department of Mechanical Engineering,F,Accepted
2031,1973,Other,M,Rejected
2032,1973,Other,F,Rejected
2033,1973,Other,M,Accepted
2034,1973,Other,F,Rejected
2035,1973,Department of Physics and Astronomy,M,Accepted
2036,1973,Other,M,Accepted
2037,1973,Other,M,Accepted
2038,1973,Other,F,Rejected
2039,1973,Other,M,Accepted
2040,1973,Other,F,Rejected
2041,1973,Other,M,Rejected
2042,1973,Other,F,Rejected
2043,1973,Other,M,Accepted
2044,1973,Department of Mechanical Engineering,F,Rejected
2045,1973,Department of Economics,M,Accepted
2046,1973,Other,M,Rejected
2047,1973,Other,M,Accepted
2048,1973,Department of Physics and Astronomy,M,Rejected
2049,1973,Other,M,Rejected
2050,1973,Other,M,Rejected
2051,1973,Other,M,Rejected
2052,1973,School of Medicine,M,Rejected
2053,1973,Other,M,Rejected
2054,1973,Other,F,Rejected
2055,1973,Other,M,Accepted
2056,1973,Other,M,Rejected
2057,1973,Other,F,Accepted
2058,1973,Other,M,Rejected
2059,1973,Department of Psychology,M,Rejected
2060,1973,Other,F,Rejected
2061,1973,Department of Physics and Astronomy,M,Accepted
2062,1973,Other,M,Rejected
2063,1973,Other,M,Rejected
2064,1973,Other,M,Accepted
2065,1973,Other,M,Rejected
2066,1973,Department of Economics,M,Rejected
2067,1973,Department of Psychology,M,Rejected
2068,1973,Other,F,Accepted
2069,1973,Other,M,Rejected
2070,1973,School of Medicine,F,Rejected
2071,1973,School of Medicine,F,Rejected
2072,1973,Other,F,Rejected
2073,1973,Other,M,Accepted
2074,1973,Other,M,Accepted
2075,1973,Other,F,Rejected
2076,1973,Department of Mechanical Engineering,F,Rejected
2077,1973,Other,M,Accepted
2078,1973,Other,M,Accepted
2079,1973,Other,F,Accepted
2080,1973,Department of Physics and Astronomy,M,Rejected
2081,1973,Other,M,Rejected
2082,1973,Department of Physics and Astronomy,M,Accepted
2083,1973,Department of Mechanical Engineering,F,Rejected
2084,1973,Other,M,Accepted
2085,1973,Department of Economics,M,Rejected
2086,1973,Other,M,Accepted
2087,1973,Department of Economics,M,Rejected
2088,1973,Other,F,Rejected
2089,1973,Other,F,Rejected
2090,1973,School of Medicine,F,Rejected
2091,1973,Other,M,Rejected
2092,1973,Department of Physics and Astronomy,M,Rejected
2093,1973,Other,F,Rejected
2094,1973,Other,M,Accepted
2095,1973,Department of Physics and Astronomy,M,Accepted
2096,1973,School of Political Science and International Relations,M,Rejected
2097,1973,Other,M,Accepted
2098,1973,Other,M,Rejected
2099,1973,Other,F,Accepted
2100,1973,Other,F,Rejected
2101,1973,Other,M,Rejected
2102,1973,Other,M,Accepted
2103,1973,Other,M,Accepted
2104,1973,Department of Physics and Astronomy,F,Accepted
2105,1973,Other,M,Rejected
2106,1973,School of Medicine,M,Rejected
2107,1973,Other,M,Accepted
2108,1973,Department of Mechanical Engineering,M,Accepted
2109,1973,Other,F,Accepted
2110,1973,Department of Mechanical Engineering,F,Rejected
2111,1973,Department of Economics,M,Accepted
2112,1973,Other,M,Rejected
2113,1973,Other,M,Rejected
2114,1973,Other,M,Accepted
2115,1973,Other,M,Rejected
2116,1973,Other,M,Accepted
2117,1973,Other,F,Rejected
2118,1973,Other,F,Rejected
2119,1973,School of Political Science and International Relations,F,Rejected
2120,1973,Department of Physics and Astronomy,M,Rejected
2121,1973,Other,M,Accepted
2122,1973,Other,M,Accepted
2123,1973,Other,F,Rejected
2124,1973,Other,F,Accepted
2125,1973,Other,M,Rejected
2126,1973,School of Political Science and International Relations,F,Accepted
2127,1973,Other,M,Rejected
2128,1973,Other,M,Rejected
2129,1973,Other,M,Rejected
2130,1973,Department of Physics and Astronomy,M,Accepted
2131,1973,Other,M,Rejected
2132,1973,Other,M,Accepted
2133,1973,School of Political Science and International Relations,F,Rejected
2134,1973,Other,M,Accepted
2135,1973,Department of Economics,M,Rejected
2136,1973,School of Medicine,F,Rejected
2137,1973,Department of Psychology,M,Rejected
2138,1973,Other,F,Rejected
2139,1973,Other,F,Rejected
2140,1973,Other,F,Accepted
2141,1973,School of Political Science and International Relations,F,Rejected
2142,1973,Other,M,Rejected
2143,1973,Other,M,Rejected
2144,1973,Department of Mechanical Engineering,F,Accepted
2145,1973,Department of Psychology,F,Rejected
2146,1973,Department of Mechanical Engineering,M,Rejected
2147,1973,Other,M,Accepted
2148,1973,Other,F,Rejected
2149,1973,Other,F,Accepted
2150,1973,Other,M,Accepted
2151,1973,Department of Psychology,F,Rejected
2152,1973,Other,M,Accepted
2153,1973,Department of Physics and Astronomy,M,Rejected
2154,1973,Department of Physics and Astronomy,M,Accepted
2155,1973,Other,M,Accepted
2156,1973,Department of Physics and Astronomy,M,Accepted
2157,1973,Other,M,Accepted
2158,1973,Other,F,Rejected
2159,1973,Department of Physics and Astronomy,M,Accepted
2160,1973,Other,M,Rejected
2161,1973,Other,M,Rejected
2162,1973,Other,M,Accepted
2163,1973,Other,F,Accepted
2164,1973,Other,M,Rejected
2165,1973,Other,F,Accepted
2166,1973,Other,M,Rejected
2167,1973,Other,F,Rejected
2168,1973,Department of Psychology,M,Rejected
2169,1973,Other,M,Accepted
